"Status","Year","Function_of_post","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Finance","LGBO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Finance","190","180","33540","32790"
"New entrant CS","2021","Finance","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Human Resources","440","420","33300","28980"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Operational Delivery","60","50","30130","26410"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Unknown","70","60","32110","27500"
"New entrant CS","2021","Human Resources","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","LGBO","Human Resources","50","40","[c]","[c]"
"New entrant CS","2021","Human Resources","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","LGBO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Human Resources","150","140","33050","28000"
"New entrant CS","2021","Human Resources","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Internal Audit","Heterosexual / straight","Internal Audit","30","30","[c]","[c]"
"New entrant CS","2021","Internal Audit","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Heterosexual / straight","Legal","600","580","44110","48080"
"New entrant CS","2021","Legal","Heterosexual / straight","Operational Delivery","260","250","22290","20250"
"New entrant CS","2021","Legal","Heterosexual / straight","Other","50","50","[c]","[c]"
"New entrant CS","2021","Legal","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","LGBO","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Legal","LGBO","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Legal","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","LGBO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Legal","50","50","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Operational Delivery","90","80","21820","20850"
"New entrant CS","2021","Legal","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Legal","180","180","40630","38000"
"New entrant CS","2021","Legal","Unknown","Operational Delivery","100","100","22900","20120"
"New entrant CS","2021","Legal","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Economics","70","70","33590","31000"
"New entrant CS","2021","No function","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Inspector of Education and Training","80","80","64200","70500"
"New entrant CS","2021","No function","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","International Trade","80","80","35320","31800"
"New entrant CS","2021","No function","Heterosexual / straight","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Medicine","70","50","72470","82100"
"New entrant CS","2021","No function","Heterosexual / straight","Operational Delivery","7400","7090","26300","22920"
"New entrant CS","2021","No function","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Other","220","210","31480","25750"
"New entrant CS","2021","No function","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Policy","1520","1500","36810","33570"
"New entrant CS","2021","No function","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Psychology","60","60","26360","24620"
"New entrant CS","2021","No function","Heterosexual / straight","Science and Engineering","610","550","32350","30350"
"New entrant CS","2021","No function","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Heterosexual / straight","Tax","500","480","22390","20140"
"New entrant CS","2021","No function","Heterosexual / straight","Unknown","290","280","33570","27500"
"New entrant CS","2021","No function","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Operational Delivery","740","720","24990","22920"
"New entrant CS","2021","No function","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Other","30","30","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Policy","250","250","35270","32960"
"New entrant CS","2021","No function","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Science and Engineering","80","70","28270","26880"
"New entrant CS","2021","No function","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Tax","60","50","22500","20140"
"New entrant CS","2021","No function","LGBO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Operational Delivery","590","540","28820","24920"
"New entrant CS","2021","No function","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Policy","200","200","36250","33390"
"New entrant CS","2021","No function","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Science and Engineering","80","70","31430","31370"
"New entrant CS","2021","No function","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","International Trade","50","50","29980","31800"
"New entrant CS","2021","No function","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Operational Delivery","4660","4480","23730","22350"
"New entrant CS","2021","No function","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Other","80","80","33030","26110"
"New entrant CS","2021","No function","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Policy","950","930","38540","32940"
"New entrant CS","2021","No function","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Psychology","40","40","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Science and Engineering","70","70","33520","26570"
"New entrant CS","2021","No function","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Tax","1110","1080","21400","20140"
"New entrant CS","2021","No function","Unknown","Unknown","830","820","29920","28000"
"New entrant CS","2021","No function","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Heterosexual / straight","Commercial","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
