"Status","Year","Sex","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Male","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities","20-29","150","150","30790","30190"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities","30-39","90","90","39680","37720"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities","40-49","50","50","41110","40720"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Transport","16-19","50","40","[c]","[c]"
"New entrant CS","2022","Male","Department for Transport","20-29","410","410","28610","26130"
"New entrant CS","2022","Male","Department for Transport","30-39","300","300","35600","29970"
"New entrant CS","2022","Male","Department for Transport","40-49","180","180","32660","26210"
"New entrant CS","2022","Male","Department for Transport","50-59","230","230","31150","26130"
"New entrant CS","2022","Male","Department for Transport","60-64","40","40","[c]","[c]"
"New entrant CS","2022","Male","Department for Transport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Work and Pensions","16-19","60","60","22230","21260"
"New entrant CS","2022","Male","Department for Work and Pensions","20-29","1760","1750","25440","25110"
"New entrant CS","2022","Male","Department for Work and Pensions","30-39","1210","1200","27870","27570"
"New entrant CS","2022","Male","Department for Work and Pensions","40-49","770","760","29370","27570"
"New entrant CS","2022","Male","Department for Work and Pensions","50-59","570","570","28420","27570"
"New entrant CS","2022","Male","Department for Work and Pensions","60-64","130","120","25040","21260"
"New entrant CS","2022","Male","Department for Work and Pensions","65+","40","30","[c]","[c]"
"New entrant CS","2022","Male","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department of Health and Social Care","20-29","460","400","31570","28970"
"New entrant CS","2022","Male","Department of Health and Social Care","30-39","280","230","39680","36330"
"New entrant CS","2022","Male","Department of Health and Social Care","40-49","210","170","47800","40000"
"New entrant CS","2022","Male","Department of Health and Social Care","50-59","130","100","44830","40070"
"New entrant CS","2022","Male","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Estyn","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Estyn","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Estyn","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Estyn","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Land Registry","20-29","70","70","26140","22600"
"New entrant CS","2022","Male","HM Land Registry","30-39","70","60","28310","27130"
"New entrant CS","2022","Male","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Revenue and Customs","16-19","80","80","22160","21250"
"New entrant CS","2022","Male","HM Revenue and Customs","20-29","1810","1790","26240","26590"
"New entrant CS","2022","Male","HM Revenue and Customs","30-39","1260","1250","28210","26590"
"New entrant CS","2022","Male","HM Revenue and Customs","40-49","570","560","30110","26590"
"New entrant CS","2022","Male","HM Revenue and Customs","50-59","340","340","31100","26590"
"New entrant CS","2022","Male","HM Revenue and Customs","60-64","60","60","29340","25000"
"New entrant CS","2022","Male","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Treasury","20-29","120","120","30280","28500"
"New entrant CS","2022","Male","HM Treasury","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Male","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Treasury","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Home Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Home Office","20-29","530","530","27270","24880"
"New entrant CS","2022","Male","Home Office","30-39","300","300","31040","24880"
"New entrant CS","2022","Male","Home Office","40-49","160","160","35290","28650"
"New entrant CS","2022","Male","Home Office","50-59","270","220","33660","34630"
"New entrant CS","2022","Male","Home Office","60-64","50","30","[c]","[c]"
"New entrant CS","2022","Male","Home Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Ministry of Defence","16-19","100","100","18150","17140"
"New entrant CS","2022","Male","Ministry of Defence","20-29","1070","1070","25890","25050"
"New entrant CS","2022","Male","Ministry of Defence","30-39","590","590","33510","33000"
"New entrant CS","2022","Male","Ministry of Defence","40-49","510","500","35280","33000"
"New entrant CS","2022","Male","Ministry of Defence","50-59","580","570","35610","33000"
"New entrant CS","2022","Male","Ministry of Defence","60-64","100","100","34770","33000"
"New entrant CS","2022","Male","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Ministry of Justice","16-19","80","80","23020","23140"
"New entrant CS","2022","Male","Ministry of Justice","20-29","2160","2140","24590","23140"
"New entrant CS","2022","Male","Ministry of Justice","30-39","1520","1500","26570","24430"
"New entrant CS","2022","Male","Ministry of Justice","40-49","1060","1030","30120","26810"
"New entrant CS","2022","Male","Ministry of Justice","50-59","1170","1100","29920","28140"
"New entrant CS","2022","Male","Ministry of Justice","60-64","420","370","30680","28200"
"New entrant CS","2022","Male","Ministry of Justice","65+","170","120","31160","28200"
"New entrant CS","2022","Male","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Crime Agency","20-29","60","60","32920","32260"
"New entrant CS","2022","Male","National Crime Agency","30-39","70","70","36090","36410"
"New entrant CS","2022","Male","National Crime Agency","40-49","50","40","[c]","[c]"
"New entrant CS","2022","Male","National Crime Agency","50-59","90","90","40150","36740"
"New entrant CS","2022","Male","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northern Ireland Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Gas and Electricity Markets","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Gas and Electricity Markets","20-29","100","100","26920","25750"
"New entrant CS","2022","Male","Office of Gas and Electricity Markets","30-39","80","80","39840","35000"
"New entrant CS","2022","Male","Office of Gas and Electricity Markets","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Male","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Qualifications and Examinations Regulation","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Scottish Government","16-19","40","30","[c]","[c]"
"New entrant CS","2022","Male","Scottish Government","20-29","620","610","26220","24400"
"New entrant CS","2022","Male","Scottish Government","30-39","560","560","30480","27230"
"New entrant CS","2022","Male","Scottish Government","40-49","310","310","34280","27940"
"New entrant CS","2022","Male","Scottish Government","50-59","230","220","33980","27580"
"New entrant CS","2022","Male","Scottish Government","60-64","40","30","[c]","[c]"
"New entrant CS","2022","Male","Scottish Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","The National Archives","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","The National Archives","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","The National Archives","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","The National Archives","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","The National Archives","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","The National Archives","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","The National Archives","65+","[c]","[c]","[c]","[c]"
