"Status","Year","Sex","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","Policy","1960","1900","36130","33210"
"New entrant CS","2022","Female","No function","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Female","No function","Psychology","180","180","26600","27700"
"New entrant CS","2022","Female","No function","Science and Engineering","560","530","31950","29350"
"New entrant CS","2022","Female","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","Tax","940","910","27500","26590"
"New entrant CS","2022","Female","No function","Unknown","840","820","31080","28000"
"New entrant CS","2022","Female","No function","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Operational Delivery","80","80","26530","23490"
"New entrant CS","2022","Female","Project Delivery","Other","100","100","25600","24750"
"New entrant CS","2022","Female","Project Delivery","Policy","30","30","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Project Delivery","500","490","35730","33000"
"New entrant CS","2022","Female","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Science and Engineering","60","60","35660","33000"
"New entrant CS","2022","Female","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Operational Delivery","140","140","22420","21750"
"New entrant CS","2022","Female","Property","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Property","330","320","32670","27810"
"New entrant CS","2022","Female","Property","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","Security","140","140","27380","25000"
"New entrant CS","2022","Female","Security","Unknown","60","60","30270","32000"
"New entrant CS","2022","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Digital, Data and Technology","80","70","42590","41950"
"New entrant CS","2022","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Finance","70","70","36580","30200"
"New entrant CS","2022","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Medicine","180","150","39330","34170"
"New entrant CS","2022","Female","Unknown","Operational Delivery","910","870","25400","24880"
"New entrant CS","2022","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Other","510","490","25100","21170"
"New entrant CS","2022","Female","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Policy","190","180","36680","35050"
"New entrant CS","2022","Female","Unknown","Project Delivery","70","70","38710","35050"
"New entrant CS","2022","Female","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Social Research","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Statistics","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Unknown","3040","2910","30230","27230"
"New entrant CS","2022","Female","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Economics","190","190","36320","31800"
"New entrant CS","2022","Male","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Operational Delivery","70","70","32750","30210"
"New entrant CS","2022","Male","Analysis","Operational Research","40","40","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Other","60","60","41450","34050"
"New entrant CS","2022","Male","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Science and Engineering","50","50","31890","29750"
"New entrant CS","2022","Male","Analysis","Social Research","60","60","34750","30710"
"New entrant CS","2022","Male","Analysis","Statistics","170","170","33500","31800"
"New entrant CS","2022","Male","Analysis","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Unknown","40","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Commercial","280","250","33040","29920"
"New entrant CS","2022","Male","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Unknown","120","120","74560","70910"
"New entrant CS","2022","Male","Communications","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","Communications","190","180","35990","32670"
"New entrant CS","2022","Male","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","Operational Delivery","250","240","26750","26590"
"New entrant CS","2022","Male","Communications","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","Tax","210","210","27370","26590"
"New entrant CS","2022","Male","Communications","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Counter Fraud","290","290","26750","27570"
"New entrant CS","2022","Male","Counter Fraud","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Legal","50","40","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Operational Delivery","170","170","24930","21260"
"New entrant CS","2022","Male","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Unknown","190","190","29370","26590"
"New entrant CS","2022","Male","Debt","Operational Delivery","200","200","21600","21250"
"New entrant CS","2022","Male","Debt","Other","130","120","21830","21260"
"New entrant CS","2022","Male","Debt","Tax","80","80","21930","21250"
"New entrant CS","2022","Male","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data & Technology","Digital, Data and Technology","1570","1540","38090","34260"
"New entrant CS","2022","Male","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data & Technology","Knowledge and Information Management","30","30","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data & Technology","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data & Technology","Unknown","130","130","44840","43710"
"New entrant CS","2022","Male","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Finance","Finance","450","420","34690","31990"
"New entrant CS","2022","Male","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Finance","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Grants Management","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Grants Management","Operational Delivery","230","220","21730","21300"
"New entrant CS","2022","Male","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Human Resources","300","280","34920","30450"
"New entrant CS","2022","Male","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Unknown","60","60","33150","27500"
"New entrant CS","2022","Male","Internal Audit","Internal Audit","30","30","[c]","[c]"
"New entrant CS","2022","Male","Legal","Communications","[c]","[c]","[c]","[c]"
