"Status","Year","Region_ITL3","Age","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Shropshire","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","20-29","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Solihull","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","20-29","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Solihull","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Solihull","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","20-29","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Somerset CC","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","20-29","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Somerset CC","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","30-39","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Somerset CC","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","40-49","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Somerset CC","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","50-59","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Somerset CC","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Somerset CC","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","20-29","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South and West Derbyshire","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Ayrshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","20-29","Declared non-disabled","100","100","26120","25120"
"New entrant CS","2022","South Hampshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","20-29","Unknown","70","60","25400","23880"
"New entrant CS","2022","South Hampshire","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","30-39","Declared non-disabled","60","50","31550","27570"
"New entrant CS","2022","South Hampshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","40-49","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","South Hampshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","40-49","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","South Hampshire","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","50-59","Declared non-disabled","60","50","28770","23520"
"New entrant CS","2022","South Hampshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","50-59","Unknown","50","30","[c]","[c]"
"New entrant CS","2022","South Hampshire","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Hampshire","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","20-29","Declared non-disabled","100","90","23300","21250"
"New entrant CS","2022","South Lanarkshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","20-29","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","30-39","Declared non-disabled","60","60","26150","22000"
"New entrant CS","2022","South Lanarkshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","30-39","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","40-49","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","50-59","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Lanarkshire","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","20-29","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Nottinghamshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Teesside","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","20-29","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","South West Wales","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West Wales","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
