"Status","Year","Organisation","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Revenue Scotland","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Female","Unknown","60","60","22790","20850"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Male","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Female","Unknown","260","250","37770","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Female","White","220","210","36180","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Male","Unknown","170","160","38960","32140"
"New entrant CS","2021","Scottish Government (excl. agencies)","Male","White","120","120","35260","30650"
"New entrant CS","2021","Scottish Housing Regulator","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Female","Unknown","120","110","21680","20810"
"New entrant CS","2021","Scottish Prison Service","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Male","Unknown","140","140","22420","20810"
"New entrant CS","2021","Scottish Prison Service","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Female","Unknown","70","60","26970","23340"
"New entrant CS","2021","Social Security Scotland","Female","White","150","150","24290","20060"
"New entrant CS","2021","Social Security Scotland","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Male","Unknown","50","50","27970","20060"
