"Status","Year","Disability","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Education Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Education Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","ESTYN","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","ESTYN","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Courts and Tribunals Service","Female","90","90","21980","19930"
"New entrant CS","2021","Declared disabled","HM Courts and Tribunals Service","Male","50","50","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Prison and Probation Service","Female","220","210","23930","22920"
"New entrant CS","2021","Declared disabled","HM Prison and Probation Service","Male","100","100","25160","22920"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Female","70","60","26290","24120"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Male","70","70","26160","20140"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Met Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Female","80","70","26670","22030"
"New entrant CS","2021","Declared disabled","Ministry of Defence (excl. agencies)","Male","70","70","26840","26350"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Justice (excl. agencies)","Female","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Public Health England","Female","100","90","30830","28590"
"New entrant CS","2021","Declared disabled","Public Health England","Male","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","Female","50","50","31320","29540"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wilton Park","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wilton Park","Male","[c]","[c]","[c]","[c]"
