"Status","Year","Region_ITL1","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","North East (England)","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Unknown","60","60","26880","21010"
"New entrant CS","2021","North East (England)","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Mixed","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Operational Delivery","230","220","22620","21430"
"New entrant CS","2021","North East (England)","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Tax","480","470","22390","20140"
"New entrant CS","2021","North East (England)","Unknown","Unknown","250","240","25100","21010"
"New entrant CS","2021","North East (England)","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Operational Delivery","370","360","23380","22350"
"New entrant CS","2021","North East (England)","White","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","White","Tax","300","300","23530","25560"
"New entrant CS","2021","North East (England)","White","Unknown","1150","1140","23940","21010"
"New entrant CS","2021","North West (England)","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Asian","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Asian","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Asian","Medicine","[c]","[c]","[c]","[c]"
