"Status","Year","Parent_department","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","UK Export Finance","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","White","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Operational Delivery","90","90","27140","23090"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Statistics","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","White","Digital, Data and Technology","70","70","37580","36030"
"New entrant CS","2021","United Kingdom Statistics Authority","White","Economics","[c]","[c]","[c]","[c]"
