"Status","Year","Region_ITL1","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","North West (England)","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Operational Delivery","Unknown","590","570","22590","21430"
"New entrant CS","2021","North West (England)","Operational Delivery","White","880","850","25400","22850"
"New entrant CS","2021","North West (England)","Operational Research","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Operational Research","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Operational Research","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Other","White","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Planning","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Planning","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Planning","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Planning","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Planning","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Policy","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Policy","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Policy","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Policy","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Policy","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Policy","White","60","60","34750","30360"
"New entrant CS","2021","North West (England)","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","White","50","50","35520","30820"
"New entrant CS","2021","North West (England)","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Psychology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Psychology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Psychology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Psychology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Psychology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Science and Engineering","White","90","80","30570","28590"
"New entrant CS","2021","North West (England)","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Security","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Social Research","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Social Research","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Social Research","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Social Research","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Social Research","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Statistics","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Statistics","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Statistics","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Statistics","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Statistics","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Tax","Asian","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Tax","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Tax","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Tax","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Tax","Unknown","470","460","22170","20140"
"New entrant CS","2021","North West (England)","Tax","White","150","150","22540","20140"
"New entrant CS","2021","North West (England)","Unknown","Asian","200","200","26690","27570"
"New entrant CS","2021","North West (England)","Unknown","Black","80","80","27380","27570"
"New entrant CS","2021","North West (England)","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Mixed","70","70","24660","27570"
"New entrant CS","2021","North West (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Unknown","420","410","27690","27570"
"New entrant CS","2021","North West (England)","Unknown","White","1840","1830","25310","21010"
"New entrant CS","2021","North West (England)","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Veterinarian","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Veterinarian","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Veterinarian","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Medicine","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Medicine","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Medicine","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Medicine","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Medicine","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Operational Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Operational Delivery","Unknown","70","70","22150","20140"
