"Status","Year","Responsibility_level","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","EO","Unknown","Communications","280","280","26670","26590"
"New entrant CS","2022","EO","Unknown","Counter Fraud","220","210","27680","26590"
"New entrant CS","2022","EO","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Digital, Data & Technology","160","160","27080","27040"
"New entrant CS","2022","EO","Unknown","Finance","50","50","25260","25120"
"New entrant CS","2022","EO","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Human Resources","80","70","25510","26350"
"New entrant CS","2022","EO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Legal","30","30","[c]","[c]"
"New entrant CS","2022","EO","Unknown","No function","1480","1440","27020","26820"
"New entrant CS","2022","EO","Unknown","Project Delivery","150","140","21220","19460"
"New entrant CS","2022","EO","Unknown","Property","110","110","25770","25000"
"New entrant CS","2022","EO","Unknown","Security","80","80","27070","26350"
"New entrant CS","2022","EO","Unknown","Unknown","1940","1820","27420","27230"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Analysis","90","80","58110","54110"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Commercial","50","50","55700","54500"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Communications","50","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Digital, Data & Technology","440","430","55210","54110"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Finance","90","90","55530","54110"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Human Resources","110","110","54670","53220"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Legal","310","300","53420","50500"
"New entrant CS","2022","G6/G7","Heterosexual / straight","No function","960","930","56100","53360"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Project Delivery","190","190","56370","54130"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Property","100","100","55550","53500"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Heterosexual / straight","Unknown","330","310","58740","56550"
"New entrant CS","2022","G6/G7","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Digital, Data & Technology","50","40","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","No function","90","90","56270","53130"
"New entrant CS","2022","G6/G7","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Digital, Data & Technology","60","60","54070","53360"
"New entrant CS","2022","G6/G7","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","No function","130","120","54970","52610"
"New entrant CS","2022","G6/G7","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Commercial","190","180","70580","70000"
"New entrant CS","2022","G6/G7","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Digital, Data & Technology","130","120","56390","54700"
"New entrant CS","2022","G6/G7","Unknown","Finance","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Legal","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","No function","350","340","55340","53360"
"New entrant CS","2022","G6/G7","Unknown","Project Delivery","50","50","57560","54110"
"New entrant CS","2022","G6/G7","Unknown","Property","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Unknown","320","300","58800","57190"
"New entrant CS","2022","SCS","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","No function","90","90","93410","89860"
"New entrant CS","2022","SCS","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","No function","60","60","100440","89900"
"New entrant CS","2022","SCS","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Analysis","560","550","34120","33080"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Commercial","270","260","35560","35000"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Communications","240","230","35710","33370"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Counter Fraud","110","110","34730","33080"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Digital, Data & Technology","800","790","36070","35900"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Finance","300","300","36350","36500"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Human Resources","310","300","34470","33080"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Legal","180","180","40070","40000"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","No function","3910","3810","34880","33210"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Project Delivery","590","580","36240","36020"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Property","230","230","35420","33080"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Security","110","110","34890","33000"
"New entrant CS","2022","SEO/HEO","Heterosexual / straight","Unknown","1020","1000","36130","35050"
"New entrant CS","2022","SEO/HEO","LGBO","Analysis","90","80","33890","33040"
"New entrant CS","2022","SEO/HEO","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Communications","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Digital, Data & Technology","90","90","35030","33520"
"New entrant CS","2022","SEO/HEO","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","No function","500","490","34300","33210"
"New entrant CS","2022","SEO/HEO","LGBO","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","LGBO","Unknown","130","130","35740","34600"
"New entrant CS","2022","SEO/HEO","Undeclared","Analysis","90","70","34150","33040"
"New entrant CS","2022","SEO/HEO","Undeclared","Commercial","70","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","Digital, Data & Technology","130","110","34770","33080"
"New entrant CS","2022","SEO/HEO","Undeclared","Finance","60","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","No function","460","420","34750","33570"
"New entrant CS","2022","SEO/HEO","Undeclared","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","Unknown","90","90","36520","36130"
"New entrant CS","2022","SEO/HEO","Unknown","Analysis","140","140","32890","31980"
"New entrant CS","2022","SEO/HEO","Unknown","Commercial","70","70","35240","36050"
"New entrant CS","2022","SEO/HEO","Unknown","Communications","150","150","35250","33370"
"New entrant CS","2022","SEO/HEO","Unknown","Counter Fraud","50","50","35130","33080"
"New entrant CS","2022","SEO/HEO","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Unknown","Digital, Data & Technology","300","290","36590","36050"
"New entrant CS","2022","SEO/HEO","Unknown","Finance","110","110","36830","36500"
"New entrant CS","2022","SEO/HEO","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Unknown","Human Resources","90","90","34240","33080"
"New entrant CS","2022","SEO/HEO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Unknown","No function","1930","1910","32230","31860"
"New entrant CS","2022","SEO/HEO","Unknown","Project Delivery","230","220","35780","35000"
"New entrant CS","2022","SEO/HEO","Unknown","Property","110","110","35380","33080"
"New entrant CS","2022","SEO/HEO","Unknown","Security","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Unknown","Unknown","900","870","36100","35050"
"New entrant CS","2022","Unknown","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","No function","4900","4570","28750","26310"
"New entrant CS","2022","Unknown","Heterosexual / straight","Project Delivery","130","130","37290","33200"
"New entrant CS","2022","Unknown","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","No function","420","410","28620","24800"
"New entrant CS","2022","Unknown","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Security","[c]","[c]","[c]","[c]"
