"Status","Year","Organisation","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Education (excl. agencies)","Female","Finance","30","30","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Female","No function","220","210","32470","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Female","Property","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Male","Digital, Data & Technology","80","80","39200","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Male","No function","90","90","33270","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Male","Property","50","40","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Communications","30","30","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Digital, Data & Technology","130","120","38190","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Finance","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Human Resources","70","70","35400","29930"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","No function","700","680","37180","33390"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Property","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Digital, Data & Technology","150","150","40990","38750"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","No function","520","520","37740","32650"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Female","No function","130","130","35630","31800"
"New entrant CS","2022","Department for International Trade","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Male","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Male","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Male","No function","110","110","37530","31800"
"New entrant CS","2022","Department for International Trade","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","No function","260","250","34990","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","No function","200","200","34780","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Female","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Female","No function","200","200","41000","34710"
"New entrant CS","2022","Department for Transport (excl. agencies)","Female","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Male","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Male","No function","220","220","43630","42470"
"New entrant CS","2022","Department for Transport (excl. agencies)","Male","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Female","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Female","Counter Fraud","430","410","25530","25110"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Female","Debt","180","170","21800","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Female","Digital, Data & Technology","120","120","37170","35310"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Female","Finance","60","50","30890","29360"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Female","Human Resources","60","60","29950","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Female","No function","4220","4080","25440","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Female","Project Delivery","40","30","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Female","Unknown","730","700","26760","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Male","Analysis","60","50","28740","31000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Male","Counter Fraud","340","330","25410","25110"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Male","Debt","130","120","21830","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Male","Digital, Data & Technology","240","240","41450","39000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Male","Finance","80","80","33210","31990"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Male","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Male","No function","2920","2900","25210","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Male","Unknown","540","540","28150","27570"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Female","Analysis","50","30","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Female","Commercial","60","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Female","Communications","90","60","37620","27270"
