"Status","Year","Region_ITL3","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Dudley","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dumfries and Galloway","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dumfries and Galloway","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dumfries and Galloway","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dumfries and Galloway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Operational Delivery","No function","390","390","24200","23140"
"New entrant CS","2022","Durham","Operational Delivery","Property","140","140","21990","21750"
"New entrant CS","2022","Durham","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Operational Delivery","No function","80","70","33710","31060"
"New entrant CS","2022","Ealing","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Counter Fraud","Counter Fraud","60","60","22130","21260"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Operational Delivery","No function","40","40","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Operational Delivery","No function","90","90","25410","24380"
"New entrant CS","2022","East Cumbria","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Operational Delivery","No function","60","60","27730","26940"
"New entrant CS","2022","East Derbyshire","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Operational Delivery","No function","80","80","22250","21260"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Security","Security","90","90","24920","23540"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Counter Fraud","Counter Fraud","60","60","25120","24250"
"New entrant CS","2022","East Kent","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Operational Delivery","No function","130","130","26370","24270"
"New entrant CS","2022","East Kent","Operational Delivery","Unknown","170","160","24880","24880"
"New entrant CS","2022","East Kent","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Property","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Lancashire","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Lancashire","Operational Delivery","No function","80","70","27780","26810"
"New entrant CS","2022","East Lancashire","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Lancashire","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Lothian and Midlothian","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Lothian and Midlothian","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Lothian and Midlothian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Lothian and Midlothian","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Commercial","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Operational Delivery","No function","130","120","28130","26130"
"New entrant CS","2022","East Merseyside","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Riding of Yorkshire","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Riding of Yorkshire","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Riding of Yorkshire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Riding of Yorkshire","Operational Delivery","No function","220","220","23660","23140"
"New entrant CS","2022","East Riding of Yorkshire","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Riding of Yorkshire","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Riding of Yorkshire","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Riding of Yorkshire","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Riding of Yorkshire","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Riding of Yorkshire","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Riding of Yorkshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Riding of Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Surrey","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Surrey","Medicine","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Surrey","Operational Delivery","No function","170","160","28550","29360"
"New entrant CS","2022","East Surrey","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Surrey","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Surrey","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Surrey","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Surrey","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Sussex CC","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Sussex CC","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Sussex CC","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Sussex CC","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
