"Status","Year","Region_ITL3","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Liverpool","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Unknown","AA/AO","110","110","[c]","[c]"
"New entrant CS","2022","Liverpool","Unknown","EO","120","120","25380","24880"
"New entrant CS","2022","Liverpool","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","No function","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","No function","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","No function","EO","40","30","[c]","[c]"
"New entrant CS","2022","Luton","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Analysis","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Manchester","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Communications","EO","80","80","26500","26590"
"New entrant CS","2022","Manchester","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Counter Fraud","EO","30","30","[c]","[c]"
"New entrant CS","2022","Manchester","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Digital, Data & Technology","EO","40","40","[c]","[c]"
"New entrant CS","2022","Manchester","Digital, Data & Technology","G6/G7","60","60","55840","54000"
"New entrant CS","2022","Manchester","Digital, Data & Technology","SEO/HEO","100","100","35120","35310"
"New entrant CS","2022","Manchester","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Finance","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Manchester","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","No function","AA/AO","240","240","21420","21260"
"New entrant CS","2022","Manchester","No function","EO","160","160","26300","27570"
"New entrant CS","2022","Manchester","No function","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Manchester","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","No function","SEO/HEO","120","110","33080","31470"
"New entrant CS","2022","Manchester","No function","Unknown","150","140","27740","23170"
"New entrant CS","2022","Manchester","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Unknown","EO","50","50","29680","27570"
"New entrant CS","2022","Manchester","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medway","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medway","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medway","No function","AA/AO","150","150","26280","27430"
"New entrant CS","2022","Medway","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medway","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medway","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medway","No function","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Medway","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medway","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medway","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","No function","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","No function","EO","50","50","32670","31060"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","No function","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid and East Antrim","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","No function","AA/AO","50","40","[c]","[c]"
"New entrant CS","2022","Mid Kent","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","No function","Unknown","90","80","29220","28200"
"New entrant CS","2022","Mid Kent","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","No function","AA/AO","180","170","21390","21260"
"New entrant CS","2022","Mid Lancashire","No function","EO","50","50","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","No function","Unknown","110","100","29830","26310"
"New entrant CS","2022","Mid Lancashire","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Lancashire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Ulster","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","No function","AA/AO","130","130","26180","28140"
"New entrant CS","2022","Milton Keynes","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","No function","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Analysis","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Analysis","SEO/HEO","200","190","32970","30710"
"New entrant CS","2022","Monmouthshire and Newport","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Digital, Data & Technology","SEO/HEO","60","60","36470","36840"
"New entrant CS","2022","Monmouthshire and Newport","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","No function","AA/AO","210","200","20840","20620"
"New entrant CS","2022","Monmouthshire and Newport","No function","EO","90","80","26330","24250"
"New entrant CS","2022","Monmouthshire and Newport","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","No function","SEO/HEO","60","60","33500","30710"
"New entrant CS","2022","Monmouthshire and Newport","No function","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Monmouthshire and Newport","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","Debt","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Na h-Eileanan Siar","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","No function","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","No function","G6/G7","[c]","[c]","[c]","[c]"
