"Status","Year","Region_ITL1","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","South West (England)","Declared non-disabled","Science and Engineering","530","520","31520","28590"
"New entrant CS","2022","South West (England)","Declared non-disabled","Security","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Unknown","60","50","30930","26590"
"New entrant CS","2022","South West (England)","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Operational Delivery","50","50","25900","24470"
"New entrant CS","2022","South West (England)","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Commercial","50","50","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Digital, Data and Technology","110","110","34220","33290"
"New entrant CS","2022","South West (England)","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Finance","50","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Geography","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Medicine","30","20","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Operational Delivery","770","730","25560","23140"
"New entrant CS","2022","South West (England)","Unknown","Other","150","140","25240","21170"
"New entrant CS","2022","South West (England)","Unknown","Policy","60","60","37260","36500"
"New entrant CS","2022","South West (England)","Unknown","Project Delivery","80","80","37840","39000"
"New entrant CS","2022","South West (England)","Unknown","Property","40","30","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Science and Engineering","150","150","30000","27540"
"New entrant CS","2022","South West (England)","Unknown","Security","60","60","27720","25000"
"New entrant CS","2022","South West (England)","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Operational Delivery","130","120","26310","24430"
"New entrant CS","2022","Unknown","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Unknown","100","90","36100","32000"
"New entrant CS","2022","Unknown","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Operational Delivery","150","130","26630","24780"
"New entrant CS","2022","Unknown","Unknown","Other","160","160","20710","16190"
"New entrant CS","2022","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","210","190","36140","28000"
"New entrant CS","2022","Wales","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Operational Delivery","180","170","24840","21840"
"New entrant CS","2022","Wales","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Counter Fraud","50","50","23600","21260"
"New entrant CS","2022","Wales","Declared non-disabled","Digital, Data and Technology","140","140","36010","33080"
"New entrant CS","2022","Wales","Declared non-disabled","Economics","40","40","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Finance","30","30","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Human Resources","60","60","30910","25990"
"New entrant CS","2022","Wales","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Operational Delivery","1420","1380","24000","21840"
