"Status","Year","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2022","Cheshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","Cheshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Operational Delivery","410","390","26130","23170"
"New entrant CS","2022","Cheshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Policy","40","40","[c]","[c]"
"New entrant CS","2022","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Operational Delivery","170","170","24210","21260"
"New entrant CS","2022","Cornwall and Isles of Scilly","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Operational Delivery","280","260","23870","21300"
"New entrant CS","2022","Cumbria","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Digital, Data and Technology","60","60","35870","33350"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Legal","40","40","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Operational Delivery","1390","1320","25150","23170"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Policy","50","40","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Property","40","30","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Science and Engineering","50","40","32710","31660"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Tax","210","200","27400","26590"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Unknown","100","100","28720","26590"
"New entrant CS","2022","Devon","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Digital, Data and Technology","160","160","25860","24360"
"New entrant CS","2022","Devon","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Operational Delivery","540","510","24610","22600"
"New entrant CS","2022","Devon","Other","40","40","[c]","[c]"
"New entrant CS","2022","Devon","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Devon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Science and Engineering","60","60","28310","24720"
"New entrant CS","2022","Devon","Security","30","30","[c]","[c]"
"New entrant CS","2022","Devon","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Geography","70","70","25820","20420"
"New entrant CS","2022","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Operational Delivery","400","380","25570","24090"
"New entrant CS","2022","Dorset and Somerset","Other","70","60","23220","21260"
"New entrant CS","2022","Dorset and Somerset","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Operational Delivery","1250","1180","25380","23390"
"New entrant CS","2022","East Anglia","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Other","80","80","22250","21170"
"New entrant CS","2022","East Anglia","Policy","30","30","[c]","[c]"
"New entrant CS","2022","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Property","50","50","[c]","[c]"
"New entrant CS","2022","East Anglia","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Science and Engineering","60","60","29080","29750"
"New entrant CS","2022","East Anglia","Security","30","30","[c]","[c]"
"New entrant CS","2022","East Anglia","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","60","50","[c]","[c]"
"New entrant CS","2022","East Anglia","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Digital, Data and Technology","160","150","37420","36550"
"New entrant CS","2022","East Wales","Economics","60","60","24410","19860"
"New entrant CS","2022","East Wales","Finance","40","30","[c]","[c]"
"New entrant CS","2022","East Wales","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Human Resources","60","60","30540","25120"
"New entrant CS","2022","East Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Operational Delivery","1310","1270","24490","21810"
"New entrant CS","2022","East Wales","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Other","60","60","30780","26350"
"New entrant CS","2022","East Wales","Planning","30","30","[c]","[c]"
"New entrant CS","2022","East Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Policy","100","100","34380","31210"
"New entrant CS","2022","East Wales","Project Delivery","50","50","41260","39040"
"New entrant CS","2022","East Wales","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2022","East Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Social Research","110","110","33130","30710"
"New entrant CS","2022","East Wales","Statistics","80","80","32500","30710"
"New entrant CS","2022","East Wales","Tax","140","140","26740","26590"
"New entrant CS","2022","East Wales","Unknown","130","130","29650","26590"
"New entrant CS","2022","East Wales","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
