"Status","Year","Profession_of_post","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Medicine","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","30-39","60","50","49800","45840"
"New entrant CS","2022","Medicine","Unknown","40-49","40","30","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Declared disabled","20-29","900","880","24190","23140"
"New entrant CS","2022","Operational Delivery","Declared disabled","30-39","590","560","25740","24800"
"New entrant CS","2022","Operational Delivery","Declared disabled","40-49","580","550","28800","27570"
"New entrant CS","2022","Operational Delivery","Declared disabled","50-59","680","650","28580","27570"
"New entrant CS","2022","Operational Delivery","Declared disabled","60-64","220","200","29000","28200"
"New entrant CS","2022","Operational Delivery","Declared disabled","65+","70","60","33040","28620"
"New entrant CS","2022","Operational Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","16-19","330","320","21990","21260"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","20-29","7670","7540","24310","23140"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","30-39","4640","4460","26420","24800"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","40-49","3300","3160","28190","26130"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","50-59","2790","2660","27680","25110"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","60-64","690","620","27320","24800"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","65+","190","160","28560","26350"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Undeclared","20-29","290","290","24700","23170"
"New entrant CS","2022","Operational Delivery","Undeclared","30-39","230","220","26080","25120"
"New entrant CS","2022","Operational Delivery","Undeclared","40-49","170","160","29980","27570"
"New entrant CS","2022","Operational Delivery","Undeclared","50-59","200","190","27990","26640"
"New entrant CS","2022","Operational Delivery","Undeclared","60-64","60","50","28070","28200"
"New entrant CS","2022","Operational Delivery","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","16-19","240","230","21800","21250"
"New entrant CS","2022","Operational Delivery","Unknown","20-29","5140","5040","24360","23140"
"New entrant CS","2022","Operational Delivery","Unknown","30-39","3100","2940","26520","24800"
"New entrant CS","2022","Operational Delivery","Unknown","40-49","2020","1890","28650","25480"
"New entrant CS","2022","Operational Delivery","Unknown","50-59","2030","1840","28990","26310"
"New entrant CS","2022","Operational Delivery","Unknown","60-64","510","420","28740","28200"
"New entrant CS","2022","Operational Delivery","Unknown","65+","170","110","28620","27980"
"New entrant CS","2022","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared non-disabled","20-29","60","60","29520","29090"
"New entrant CS","2022","Operational Research","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared disabled","20-29","100","90","24050","21260"
"New entrant CS","2022","Other","Declared disabled","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Other","Declared disabled","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Other","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared non-disabled","16-19","30","30","[c]","[c]"
"New entrant CS","2022","Other","Declared non-disabled","20-29","610","600","24790","23450"
"New entrant CS","2022","Other","Declared non-disabled","30-39","340","340","30240","26350"
"New entrant CS","2022","Other","Declared non-disabled","40-49","270","260","32710","26950"
"New entrant CS","2022","Other","Declared non-disabled","50-59","220","210","28130","23450"
"New entrant CS","2022","Other","Declared non-disabled","60-64","30","30","[c]","[c]"
"New entrant CS","2022","Other","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","16-19","30","30","[c]","[c]"
"New entrant CS","2022","Other","Unknown","20-29","330","330","23190","21170"
"New entrant CS","2022","Other","Unknown","30-39","190","180","27710","22230"
"New entrant CS","2022","Other","Unknown","40-49","140","140","29740","26350"
"New entrant CS","2022","Other","Unknown","50-59","130","130","28480","24250"
"New entrant CS","2022","Other","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Declared disabled","20-29","190","190","31960","30360"
"New entrant CS","2022","Policy","Declared disabled","30-39","70","70","38570","35740"
"New entrant CS","2022","Policy","Declared disabled","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Policy","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Declared non-disabled","20-29","1170","1170","33510","32560"
"New entrant CS","2022","Policy","Declared non-disabled","30-39","510","510","40510","37070"
"New entrant CS","2022","Policy","Declared non-disabled","40-49","260","250","42960","39930"
"New entrant CS","2022","Policy","Declared non-disabled","50-59","160","150","41470","38650"
"New entrant CS","2022","Policy","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","20-29","110","100","32140","32320"
"New entrant CS","2022","Policy","Undeclared","30-39","50","50","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","20-29","710","690","32290","32560"
"New entrant CS","2022","Policy","Unknown","30-39","320","300","39240","36500"
"New entrant CS","2022","Policy","Unknown","40-49","130","120","44040","40230"
"New entrant CS","2022","Policy","Unknown","50-59","70","60","45250","39600"
"New entrant CS","2022","Policy","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","20-29","230","230","29700","28310"
"New entrant CS","2022","Project Delivery","Declared non-disabled","30-39","210","200","38180","36840"
"New entrant CS","2022","Project Delivery","Declared non-disabled","40-49","160","150","40300","38550"
"New entrant CS","2022","Project Delivery","Declared non-disabled","50-59","90","90","46510","41000"
"New entrant CS","2022","Project Delivery","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","20-29","130","130","32570","33000"
"New entrant CS","2022","Project Delivery","Unknown","30-39","120","110","38900","38650"
"New entrant CS","2022","Project Delivery","Unknown","40-49","80","70","46380","41480"
"New entrant CS","2022","Project Delivery","Unknown","50-59","60","50","42780","40000"
"New entrant CS","2022","Project Delivery","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","60-64","[c]","[c]","[c]","[c]"
