"Status","Year","Region_ITL3","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","Male","40","40","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Male","40","40","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Female","30","30","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Female","130","130","26760","24090"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","Male","100","100","27690","26830"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Female","250","240","30280","27540"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Male","480","480","33640","32000"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","No function","Female","100","90","27440","27570"
"New entrant CS","2022","Bedford","No function","Male","70","70","27790","28140"
"New entrant CS","2022","Bedford","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Counter Fraud","Female","30","30","[c]","[c]"
"New entrant CS","2022","Belfast","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","No function","Female","190","180","26650","24470"
"New entrant CS","2022","Belfast","No function","Male","180","170","26210","26590"
"New entrant CS","2022","Belfast","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","No function","Female","150","150","28020","28000"
"New entrant CS","2022","Berkshire","No function","Male","80","80","29970","28000"
"New entrant CS","2022","Berkshire","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Security","Male","60","60","27330","25540"
"New entrant CS","2022","Berkshire","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","No function","Female","150","150","27930","29020"
"New entrant CS","2022","Bexley and Greenwich","No function","Male","100","100","29220","29020"
"New entrant CS","2022","Bexley and Greenwich","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Communications","Female","120","110","26540","26590"
"New entrant CS","2022","Birmingham","Communications","Male","120","120","26430","26590"
"New entrant CS","2022","Birmingham","Counter Fraud","Female","30","30","[c]","[c]"
"New entrant CS","2022","Birmingham","Counter Fraud","Male","40","40","[c]","[c]"
"New entrant CS","2022","Birmingham","Debt","Female","90","90","21610","21250"
"New entrant CS","2022","Birmingham","Debt","Male","60","60","21430","21250"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","Female","30","30","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","Male","60","60","40230","36050"
"New entrant CS","2022","Birmingham","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Legal","Female","30","30","[c]","[c]"
"New entrant CS","2022","Birmingham","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Female","920","870","26990","24090"
"New entrant CS","2022","Birmingham","No function","Male","650","630","27500","26130"
"New entrant CS","2022","Birmingham","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Unknown","Female","60","60","[c]","[c]"
"New entrant CS","2022","Birmingham","Unknown","Male","30","30","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Digital, Data & Technology","Male","30","30","[c]","[c]"
"New entrant CS","2022","Blackpool","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","No function","Female","290","290","23960","21260"
"New entrant CS","2022","Blackpool","No function","Male","220","220","23630","21260"
"New entrant CS","2022","Blackpool","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Unknown","Female","30","30","[c]","[c]"
"New entrant CS","2022","Blackpool","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","No function","Female","80","70","27300","24800"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","No function","Male","30","30","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","Debt","Female","50","50","[c]","[c]"
"New entrant CS","2022","Bradford","Debt","Male","40","40","[c]","[c]"
"New entrant CS","2022","Bradford","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","Finance","Female","[c]","[c]","[c]","[c]"
