"Status","Year","Sexual_orientation","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","LGBO","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","EO","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","SEO/HEO","80","80","35260","33520"
"New entrant CS","2022","LGBO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Economics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Geography","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Geography","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Geography","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicine","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Delivery","AA/AO","1090","1070","22040","21260"
"New entrant CS","2022","LGBO","Operational Delivery","EO","470","470","27480","27570"
"New entrant CS","2022","LGBO","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Delivery","SEO/HEO","150","150","35110","33140"
"New entrant CS","2022","LGBO","Operational Delivery","Unknown","420","400","28590","24800"
"New entrant CS","2022","LGBO","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","AA/AO","80","80","21250","21260"
"New entrant CS","2022","LGBO","Other","EO","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","EO","80","80","26850","27680"
"New entrant CS","2022","LGBO","Policy","G6/G7","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","SEO/HEO","220","220","34330","33570"
"New entrant CS","2022","LGBO","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","AA/AO","60","50","21250","21250"
"New entrant CS","2022","LGBO","Tax","EO","80","80","27060","26590"
"New entrant CS","2022","LGBO","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","AA/AO","120","120","21740","21050"
"New entrant CS","2022","LGBO","Unknown","EO","150","150","27140","27230"
"New entrant CS","2022","LGBO","Unknown","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","SEO/HEO","140","140","34980","33310"
"New entrant CS","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SEO/HEO","70","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","EO","50","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","EO","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","G6/G7","60","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","SEO/HEO","120","100","34890","33080"
"New entrant CS","2022","Undeclared","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","EO","50","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SEO/HEO","60","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","EO","50","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","G6/G7","[c]","[c]","[c]","[c]"
