"Status","Year","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Welsh Government","Policy","30","30","[c]","[c]"
"New entrant CS","2021","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Human Resources","40","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Legal","460","440","45660","48080"
"New entrant CS","2022","Attorney General's Departments","Operational Delivery","360","350","22620","22200"
"New entrant CS","2022","Attorney General's Departments","Other","100","100","27710","26950"
"New entrant CS","2022","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Commercial","50","50","30250","30420"
"New entrant CS","2022","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","1770","1750","38700","28000"
"New entrant CS","2022","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Other","40","40","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Operational Delivery","50","50","24130","24440"
"New entrant CS","2022","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Communications","40","30","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","180","180","30610","27530"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Finance","50","50","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","50","40","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","340","330","26270","21810"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Policy","530","520","37830","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","60","60","39210","39910"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Science and Engineering","90","90","28990","28080"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Policy","260","260","34690","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Commercial","80","70","31570","29360"
"New entrant CS","2022","Department for Education","Communications","50","50","31990","29010"
"New entrant CS","2022","Department for Education","Digital, Data and Technology","190","190","37320","36500"
"New entrant CS","2022","Department for Education","Finance","140","140","34330","29360"
"New entrant CS","2022","Department for Education","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Operational Delivery","120","110","34980","32940"
"New entrant CS","2022","Department for Education","Policy","380","370","32730","29360"
"New entrant CS","2022","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Property","90","90","42330","43180"
"New entrant CS","2022","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Commercial","40","30","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Communications","50","50","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","280","280","39510","37050"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Finance","70","70","36820","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","100","90","36600","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","910","880","23160","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Policy","1160","1140","37390","33240"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Property","70","60","42070","38750"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","150","140","27310","25010"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","40","40","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Economics","30","30","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","International Trade","200","200","36820","31800"
"New entrant CS","2022","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
