"Status","Year","Responsibility_level","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","SEO/HEO","Causeway Coast and Glens","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Bedfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Bedfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Hampshire","Analysis","50","50","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Hampshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Hampshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Hampshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Hampshire","No function","90","90","29540","28000"
"New entrant CS","2022","SEO/HEO","Central Hampshire","Project Delivery","40","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Hampshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Valleys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cheshire East","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cheshire East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cheshire East","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cheshire East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cheshire East","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cheshire West and Chester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cheshire West and Chester","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cheshire West and Chester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cheshire West and Chester","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Chorley and West Lancashire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Chorley and West Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Chorley and West Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","City of Edinburgh","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","City of Edinburgh","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","City of Edinburgh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","City of Edinburgh","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","City of Edinburgh","No function","100","100","33350","33080"
"New entrant CS","2022","SEO/HEO","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","City of Edinburgh","Unknown","540","520","36280","36130"
"New entrant CS","2022","SEO/HEO","Clackmannanshire and Fife","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Clackmannanshire and Fife","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Clackmannanshire and Fife","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Clackmannanshire and Fife","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Clackmannanshire and Fife","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Conwy and Denbighshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cornwall and Isles of Scilly","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Coventry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Coventry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Coventry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Coventry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Coventry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Coventry","No function","70","70","33730","33000"
"New entrant CS","2022","SEO/HEO","Coventry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Coventry","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Croydon","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Croydon","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Croydon","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Croydon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Croydon","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Croydon","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Croydon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Croydon","No function","80","80","37070","37610"
"New entrant CS","2022","SEO/HEO","Croydon","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Croydon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Croydon","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Croydon","Unknown","130","130","37960","35050"
"New entrant CS","2022","SEO/HEO","Darlington","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Darlington","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Darlington","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Darlington","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Darlington","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Darlington","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Darlington","No function","80","70","31990","29360"
"New entrant CS","2022","SEO/HEO","Darlington","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Darlington","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Darlington","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Derby","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Derry City and Strabane","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Devon CC","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Devon CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Devon CC","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Devon CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Devon CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Devon CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Devon CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Devon CC","No function","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Devon CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Devon CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Dorset","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Dorset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Dorset","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Dorset","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Dorset","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Dorset","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Dorset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Dudley","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Dudley","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Dumfries and Galloway","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Durham","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Durham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Durham","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Durham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Durham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Durham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Durham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Durham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Durham","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Ealing","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Ayrshire and North Ayrshire mainland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Ayrshire and North Ayrshire mainland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Ayrshire and North Ayrshire mainland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Cumbria","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Derbyshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Kent","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Kent","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Kent","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Lothian and Midlothian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Lothian and Midlothian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Merseyside","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Merseyside","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Merseyside","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Merseyside","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Merseyside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Merseyside","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Riding of Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Riding of Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Riding of Yorkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Surrey","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Surrey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Sussex CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Sussex CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Sussex CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Sussex CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Sussex CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","East Sussex CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Enfield","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Enfield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Essex Haven Gateway","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Essex Haven Gateway","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Essex Haven Gateway","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Essex Haven Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Essex Haven Gateway","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Essex Thames Gateway","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Essex Thames Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Falkirk","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Falkirk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Flintshire and Wrexham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Flintshire and Wrexham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Flintshire and Wrexham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Flintshire and Wrexham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Glasgow City","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Glasgow City","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Glasgow City","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Glasgow City","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Glasgow City","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Glasgow City","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Glasgow City","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Glasgow City","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Glasgow City","No function","160","160","33990","33080"
"New entrant CS","2022","SEO/HEO","Glasgow City","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Glasgow City","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Glasgow City","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Glasgow City","Unknown","440","430","35320","31540"
"New entrant CS","2022","SEO/HEO","Gloucestershire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Gloucestershire CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Greater Manchester North East","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Greater Manchester North East","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Greater Manchester North East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Greater Manchester North East","Security","[c]","[c]","[c]","[c]"
