"Status","Year","Sex","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Male","Department for Education","Declared non-disabled","60","60","39000","36500"
"New entrant CS","2022","Male","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Education","Unknown","340","340","35920","32870"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs","Declared disabled","110","110","34040","32560"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs","Declared non-disabled","910","900","31870","29180"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs","Unknown","210","210","36600","32560"
"New entrant CS","2022","Male","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for International Trade","Declared non-disabled","100","100","38570","31800"
"New entrant CS","2022","Male","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for International Trade","Unknown","100","100","39490","31800"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities","Declared non-disabled","210","200","36600","33210"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities","Unknown","70","60","33990","30190"
"New entrant CS","2022","Male","Department for Transport","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2022","Male","Department for Transport","Declared non-disabled","570","570","32140","26130"
"New entrant CS","2022","Male","Department for Transport","Undeclared","70","70","32740","29970"
"New entrant CS","2022","Male","Department for Transport","Unknown","560","540","29660","26130"
"New entrant CS","2022","Male","Department for Work and Pensions","Declared disabled","510","510","26040","24250"
"New entrant CS","2022","Male","Department for Work and Pensions","Declared non-disabled","3130","3110","27070","27570"
"New entrant CS","2022","Male","Department for Work and Pensions","Undeclared","190","190","27600","27570"
"New entrant CS","2022","Male","Department for Work and Pensions","Unknown","700","690","27670","27570"
"New entrant CS","2022","Male","Department of Health and Social Care","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Male","Department of Health and Social Care","Declared non-disabled","500","460","35850","30460"
"New entrant CS","2022","Male","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department of Health and Social Care","Unknown","560","420","43300","36330"
"New entrant CS","2022","Male","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Foreign, Commonwealth and Development Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Land Registry","Declared non-disabled","80","80","27950","27130"
"New entrant CS","2022","Male","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Land Registry","Unknown","110","110","27980","27130"
"New entrant CS","2022","Male","HM Revenue and Customs","Declared disabled","200","200","26870","26590"
"New entrant CS","2022","Male","HM Revenue and Customs","Declared non-disabled","2240","2210","28360","26590"
"New entrant CS","2022","Male","HM Revenue and Customs","Undeclared","100","100","27850","26590"
"New entrant CS","2022","Male","HM Revenue and Customs","Unknown","1590","1580","26960","26590"
"New entrant CS","2022","Male","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Treasury","Declared non-disabled","110","110","37010","29320"
"New entrant CS","2022","Male","HM Treasury","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Male","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Home Office","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Male","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Home Office","Unknown","1280","1210","30580","25770"
"New entrant CS","2022","Male","Ministry of Defence","Declared disabled","130","130","31340","27010"
"New entrant CS","2022","Male","Ministry of Defence","Declared non-disabled","1620","1600","32000","29230"
"New entrant CS","2022","Male","Ministry of Defence","Undeclared","60","60","31390","26350"
"New entrant CS","2022","Male","Ministry of Defence","Unknown","1170","1150","29730","25830"
"New entrant CS","2022","Male","Ministry of Justice","Declared disabled","530","510","28760","26290"
"New entrant CS","2022","Male","Ministry of Justice","Declared non-disabled","3340","3260","27530","24620"
"New entrant CS","2022","Male","Ministry of Justice","Undeclared","170","160","31010","28140"
"New entrant CS","2022","Male","Ministry of Justice","Unknown","2530","2400","26790","24800"
"New entrant CS","2022","Male","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Crime Agency","Unknown","250","250","38150","36410"
"New entrant CS","2022","Male","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","50","50","56200","62220"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Gas and Electricity Markets","Declared non-disabled","210","200","37650","28000"
"New entrant CS","2022","Male","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of the Secretary of State for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of the Secretary of State for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of the Secretary of State for Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of the Secretary of State for Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Scottish Government","Declared disabled","100","100","28030","27230"
"New entrant CS","2022","Male","Scottish Government","Declared non-disabled","790","780","30440","27230"
"New entrant CS","2022","Male","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Scottish Government","Unknown","890","870","29750","27230"
"New entrant CS","2022","Male","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","The National Archives","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Male","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","UK Export Finance","Declared non-disabled","50","50","45800","43000"
"New entrant CS","2022","Male","UK Statistics Authority","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2022","Male","UK Statistics Authority","Declared non-disabled","240","220","31200","30210"
"New entrant CS","2022","Male","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","UK Statistics Authority","Unknown","160","140","28770","23880"
"New entrant CS","2022","Male","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Welsh Government","Declared non-disabled","110","110","36340","31210"
"New entrant CS","2022","Male","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
