"Status","Year","Sexual_orientation","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","Policy","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Policy","Unknown","180","180","37820","36650"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","No function","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Project Delivery","660","650","37560","34710"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","Property","440","430","35890","33000"
"New entrant CS","2022","Heterosexual / straight","Psychology","No function","120","120","26970","27700"
"New entrant CS","2022","Heterosexual / straight","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Science and Engineering","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Science and Engineering","No function","620","580","32620","30350"
"New entrant CS","2022","Heterosexual / straight","Science and Engineering","Project Delivery","250","240","37730","33000"
"New entrant CS","2022","Heterosexual / straight","Science and Engineering","Unknown","80","70","29370","26350"
"New entrant CS","2022","Heterosexual / straight","Security","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","Security","340","330","28430","25000"
"New entrant CS","2022","Heterosexual / straight","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Social Research","Analysis","180","170","35100","31000"
"New entrant CS","2022","Heterosexual / straight","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Statistics","Analysis","200","200","33530","31750"
"New entrant CS","2022","Heterosexual / straight","Statistics","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Statistics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tax","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tax","Communications","200","200","27330","26590"
"New entrant CS","2022","Heterosexual / straight","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tax","Debt","100","100","22080","21250"
"New entrant CS","2022","Heterosexual / straight","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tax","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tax","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tax","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tax","No function","1130","1110","28240","26590"
"New entrant CS","2022","Heterosexual / straight","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Counter Fraud","200","200","28860","26590"
"New entrant CS","2022","Heterosexual / straight","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Digital, Data & Technology","160","160","43240","40600"
"New entrant CS","2022","Heterosexual / straight","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Human Resources","120","110","32480","27500"
"New entrant CS","2022","Heterosexual / straight","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","No function","410","410","35770","33080"
"New entrant CS","2022","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Security","90","90","32910","32000"
"New entrant CS","2022","Heterosexual / straight","Unknown","Unknown","2180","2130","30640","27230"
"New entrant CS","2022","Heterosexual / straight","Veterinarian","No function","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Communications","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Corporate Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","Digital, Data & Technology","160","160","35720","33000"
"New entrant CS","2022","LGBO","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Economics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Economics","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Finance","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Geography","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Geography","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Human Resources","80","70","34250","28000"
"New entrant CS","2022","LGBO","Human Resources","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intelligence Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Internal Audit","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal","Legal","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicine","Analysis","[c]","[c]","[c]","[c]"
