"Status","Year","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Chorley and West Lancashire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chorley and West Lancashire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Operational Delivery","180","180","23640","20850"
"New entrant CS","2021","City of Edinburgh","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Tax","350","340","20940","20140"
"New entrant CS","2021","City of Edinburgh","Unknown","860","840","35620","30650"
"New entrant CS","2021","Clackmannanshire and Fife","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Conwy and Denbighshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Conwy and Denbighshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Conwy and Denbighshire","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Conwy and Denbighshire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Unknown","130","130","25360","27570"
"New entrant CS","2021","Coventry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Digital, Data and Technology","40","30","[c]","[c]"
"New entrant CS","2021","Coventry","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Operational Delivery","130","120","31910","26580"
"New entrant CS","2021","Coventry","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Unknown","120","110","27550","27570"
"New entrant CS","2021","Croydon","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Digital, Data and Technology","90","90","50600","46710"
"New entrant CS","2021","Croydon","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Operational Delivery","180","180","26680","25630"
"New entrant CS","2021","Croydon","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Other","110","110","37400","30600"
"New entrant CS","2021","Croydon","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Tax","80","80","30790","29570"
"New entrant CS","2021","Croydon","Unknown","140","140","32860","31060"
"New entrant CS","2021","Darlington","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Unknown","100","100","25330","27570"
"New entrant CS","2021","Devon CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Digital, Data and Technology","40","30","[c]","[c]"
"New entrant CS","2021","Devon CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Operational Delivery","270","260","23810","22850"
"New entrant CS","2021","Devon CC","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","Devon CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Unknown","240","230","24130","21010"
"New entrant CS","2021","Devon CC","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Operational Delivery","90","90","23240","22850"
"New entrant CS","2021","Dorset CC","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Dudley","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dudley","Unknown","100","100","24890","27570"
"New entrant CS","2021","Dumfries and Galloway","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Durham CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Operational Delivery","280","270","22020","22350"
"New entrant CS","2021","Durham CC","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Unknown","90","90","21580","21010"
"New entrant CS","2021","Ealing","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ealing","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ealing","Unknown","150","150","30530","31060"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","East Cumbria","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Derbyshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Derbyshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Derbyshire","Unknown","50","50","26820","27570"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Security","60","60","22720","23540"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","East Kent","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Operational Delivery","240","230","24120","24020"
"New entrant CS","2021","East Kent","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Unknown","230","220","27130","29290"
"New entrant CS","2021","East Lancashire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Finance","[c]","[c]","[c]","[c]"
