"Status","Year","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Estyn","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","White","160","160","33270","30350"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Asian","30","30","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","180","170","27450","25850"
"New entrant CS","2022","HM Land Registry","White","280","270","26370","22600"
"New entrant CS","2022","HM Revenue and Customs","Asian","1020","980","27390","26590"
"New entrant CS","2022","HM Revenue and Customs","Black","310","300","28690","26590"
"New entrant CS","2022","HM Revenue and Customs","Mixed","160","160","28890","26590"
"New entrant CS","2022","HM Revenue and Customs","Other ethnicity","40","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","2880","2800","26100","21750"
"New entrant CS","2022","HM Revenue and Customs","White","4060","3980","27310","26590"
"New entrant CS","2022","HM Treasury","Asian","50","50","[c]","[c]"
"New entrant CS","2022","HM Treasury","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","White","250","240","35490","28500"
"New entrant CS","2022","Home Office","Asian","90","90","28920","26570"
"New entrant CS","2022","Home Office","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","1870","1770","29650","25630"
"New entrant CS","2022","Home Office","White","540","520","29980","24880"
"New entrant CS","2022","Ministry of Defence","Asian","150","140","32290","27990"
"New entrant CS","2022","Ministry of Defence","Black","70","70","30770","28790"
"New entrant CS","2022","Ministry of Defence","Mixed","70","70","28010","26350"
"New entrant CS","2022","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","1600","1560","29090","25540"
"New entrant CS","2022","Ministry of Defence","White","3040","2970","30770","26740"
"New entrant CS","2022","Ministry of Justice","Asian","710","670","27430","24090"
"New entrant CS","2022","Ministry of Justice","Black","760","740","29180","27980"
"New entrant CS","2022","Ministry of Justice","Mixed","450","430","27620","24800"
"New entrant CS","2022","Ministry of Justice","Other ethnicity","110","100","28370","27980"
"New entrant CS","2022","Ministry of Justice","Undeclared","230","220","30440","28140"
"New entrant CS","2022","Ministry of Justice","Unknown","6700","6290","26490","24620"
"New entrant CS","2022","Ministry of Justice","White","9230","8880","26920","24090"
"New entrant CS","2022","National Crime Agency","Asian","40","40","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","National Crime Agency","White","400","390","37060","36200"
"New entrant CS","2022","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","White","200","200","50880","46360"
"New entrant CS","2022","Office of Gas and Electricity Markets","Asian","60","60","35810","26380"
"New entrant CS","2022","Office of Gas and Electricity Markets","Black","50","50","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","White","290","280","36590","29520"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","White","50","50","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Asian","100","100","29440","27230"
"New entrant CS","2022","Scottish Government","Black","40","40","[c]","[c]"
"New entrant CS","2022","Scottish Government","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","1900","1840","29210","27230"
"New entrant CS","2022","Scottish Government","White","2380","2330","30180","27230"
"New entrant CS","2022","The National Archives","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","White","70","70","32830","28040"
"New entrant CS","2022","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","White","70","60","44860","42500"
"New entrant CS","2022","UK Statistics Authority","Asian","80","70","28900","23880"
"New entrant CS","2022","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Unknown","90","80","25860","19860"
"New entrant CS","2022","UK Statistics Authority","White","770","700","29760","30210"
"New entrant CS","2022","UK Supreme Court","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","White","40","40","[c]","[c]"
"New entrant CS","2022","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Welsh Government","White","310","300","35220","31210"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
