"Status","Year","Function_of_post","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Property","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Property","40","40","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Operational Delivery","80","80","22660","22010"
"New entrant CS","2022","Property","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Property","360","360","35400","33000"
"New entrant CS","2022","Property","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Operational Delivery","130","130","22300","21750"
"New entrant CS","2022","Property","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Property","340","330","33740","29000"
"New entrant CS","2022","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared non-disabled","Security","260","250","28820","25000"
"New entrant CS","2022","Security","Declared non-disabled","Unknown","90","80","31990","32000"
"New entrant CS","2022","Security","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Security","340","330","27320","25000"
"New entrant CS","2022","Security","Unknown","Unknown","60","60","28450","25210"
"New entrant CS","2022","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Operational Delivery","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Other","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Unknown","330","320","28040","27230"
"New entrant CS","2022","Unknown","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Finance","70","70","36970","33000"
"New entrant CS","2022","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Medicine","110","100","42330","34170"
"New entrant CS","2022","Unknown","Declared non-disabled","Operational Delivery","90","80","26610","24880"
"New entrant CS","2022","Unknown","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Other","380","370","26450","21170"
"New entrant CS","2022","Unknown","Declared non-disabled","Planning","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Policy","140","140","37060","36650"
"New entrant CS","2022","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Science and Engineering","70","70","29860","26350"
"New entrant CS","2022","Unknown","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Unknown","2280","2230","30760","27230"
"New entrant CS","2022","Unknown","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Unknown","110","110","28980","27230"
"New entrant CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Digital, Data and Technology","240","230","45440","41950"
"New entrant CS","2022","Unknown","Unknown","Economics","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Finance","70","70","34370","33000"
"New entrant CS","2022","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Intelligence Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Medicine","130","110","44980","39030"
"New entrant CS","2022","Unknown","Unknown","Operational Delivery","1700","1590","26050","24880"
"New entrant CS","2022","Unknown","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Other","560","550","24310","21170"
"New entrant CS","2022","Unknown","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Policy","180","180","37490","35050"
"New entrant CS","2022","Unknown","Unknown","Project Delivery","110","110","37310","35050"
"New entrant CS","2022","Unknown","Unknown","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Social Research","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Statistics","60","50","24800","22460"
"New entrant CS","2022","Unknown","Unknown","Unknown","2440","2350","30390","27230"
"New entrant CS","2022","Unknown","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
