"Status","Year","Ethnicity","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Black","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Inspector of Education and Training","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","20-29","220","210","25300","23660"
"New entrant CS","2021","Black","Operational Delivery","30-39","140","140","27890","26810"
"New entrant CS","2021","Black","Operational Delivery","40-49","100","90","31300","30220"
"New entrant CS","2021","Black","Operational Delivery","50-59","70","70","28600","25540"
"New entrant CS","2021","Black","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning Inspectors","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning Inspectors","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","20-29","70","70","31430","32560"
"New entrant CS","2021","Black","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","20-29","540","540","28820","31060"
"New entrant CS","2021","Black","Unknown","30-39","410","400","29380","31060"
"New entrant CS","2021","Black","Unknown","40-49","310","310","29030","29290"
"New entrant CS","2021","Black","Unknown","50-59","220","220","28620","29290"
"New entrant CS","2021","Black","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Veterinarian","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Economics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Economics","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Economics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Economics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Economics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Inspector of Education and Training","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","International Trade","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","International Trade","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
