"Status","Year","Sex","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Male","Food Standards Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Actuary's Department","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Actuary's Department","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Actuary's Department","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Actuary's Department","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Actuary's Department","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Actuary's Department","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Internal Audit Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Internal Audit Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Internal Audit Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Internal Audit Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Internal Audit Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Legal Department","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Legal Department","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Male","Government Legal Department","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Male","Government Legal Department","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Legal Department","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Legal Department","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Legal Department","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Property Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Property Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Property Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Property Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Government Property Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Health and Safety Executive","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Health and Safety Executive","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Male","Health and Safety Executive","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Male","Health and Safety Executive","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Male","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Health and Safety Executive","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Courts and Tribunals Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Courts and Tribunals Service","20-29","290","290","24150","20970"
"New entrant CS","2022","Male","HM Courts and Tribunals Service","30-39","160","150","25960","20970"
"New entrant CS","2022","Male","HM Courts and Tribunals Service","40-49","80","80","27900","23720"
"New entrant CS","2022","Male","HM Courts and Tribunals Service","50-59","90","80","24990","20970"
"New entrant CS","2022","Male","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Crown Prosecution Service Inspectorate","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Crown Prosecution Service Inspectorate","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Crown Prosecution Service Inspectorate","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Land Registry","20-29","70","70","26140","22600"
"New entrant CS","2022","Male","HM Land Registry","30-39","70","60","28310","27130"
"New entrant CS","2022","Male","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Prison and Probation Service","16-19","70","70","23210","23140"
"New entrant CS","2022","Male","HM Prison and Probation Service","20-29","1670","1660","24280","23140"
"New entrant CS","2022","Male","HM Prison and Probation Service","30-39","1260","1240","26020","24430"
"New entrant CS","2022","Male","HM Prison and Probation Service","40-49","900","870","29370","26310"
"New entrant CS","2022","Male","HM Prison and Probation Service","50-59","1030","960","29860","28200"
"New entrant CS","2022","Male","HM Prison and Probation Service","60-64","380","340","31030","28280"
"New entrant CS","2022","Male","HM Prison and Probation Service","65+","160","120","31110","28200"
"New entrant CS","2022","Male","HM Revenue and Customs (excl. agencies)","16-19","70","70","21990","21250"
"New entrant CS","2022","Male","HM Revenue and Customs (excl. agencies)","20-29","1700","1680","26250","26590"
"New entrant CS","2022","Male","HM Revenue and Customs (excl. agencies)","30-39","1210","1200","28350","26590"
"New entrant CS","2022","Male","HM Revenue and Customs (excl. agencies)","40-49","530","530","30210","26590"
"New entrant CS","2022","Male","HM Revenue and Customs (excl. agencies)","50-59","320","310","31220","26590"
"New entrant CS","2022","Male","HM Revenue and Customs (excl. agencies)","60-64","50","50","[c]","[c]"
"New entrant CS","2022","Male","HM Revenue and Customs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Treasury (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Treasury (excl. agencies)","20-29","100","100","28850","28500"
"New entrant CS","2022","Male","HM Treasury (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Treasury (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Treasury (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Treasury (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","HM Treasury (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Home Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Home Office","20-29","530","530","27270","24880"
"New entrant CS","2022","Male","Home Office","30-39","300","300","31040","24880"
"New entrant CS","2022","Male","Home Office","40-49","160","160","35290","28650"
"New entrant CS","2022","Male","Home Office","50-59","270","220","33660","34630"
"New entrant CS","2022","Male","Home Office","60-64","50","30","[c]","[c]"
"New entrant CS","2022","Male","Home Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Institute for Apprenticeships and Technical Education","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Institute for Apprenticeships and Technical Education","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Institute for Apprenticeships and Technical Education","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Institute for Apprenticeships and Technical Education","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Intellectual Property Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Intellectual Property Office","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Male","Intellectual Property Office","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Male","Intellectual Property Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Intellectual Property Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Intellectual Property Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal Aid Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal Aid Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal Aid Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal Aid Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal Aid Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal Aid Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal Aid Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Maritime and Coastguard Agency","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Male","Maritime and Coastguard Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Maritime and Coastguard Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Maritime and Coastguard Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Maritime and Coastguard Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Maritime and Coastguard Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Medicines and Healthcare Products Regulatory Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Medicines and Healthcare Products Regulatory Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Medicines and Healthcare Products Regulatory Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Medicines and Healthcare Products Regulatory Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Met Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Met Office","20-29","70","70","21930","21430"
"New entrant CS","2022","Male","Met Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Met Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Met Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Met Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Ministry of Defence (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Ministry of Defence (excl. agencies)","20-29","440","430","26870","25540"
"New entrant CS","2022","Male","Ministry of Defence (excl. agencies)","30-39","330","330","32690","28800"
"New entrant CS","2022","Male","Ministry of Defence (excl. agencies)","40-49","320","310","33370","27540"
"New entrant CS","2022","Male","Ministry of Defence (excl. agencies)","50-59","390","380","32840","29350"
"New entrant CS","2022","Male","Ministry of Defence (excl. agencies)","60-64","60","60","31120","29350"
"New entrant CS","2022","Male","Ministry of Defence (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Ministry of Justice (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Ministry of Justice (excl. agencies)","20-29","120","120","31340","30450"
"New entrant CS","2022","Male","Ministry of Justice (excl. agencies)","30-39","70","70","38940","36050"
"New entrant CS","2022","Male","Ministry of Justice (excl. agencies)","40-49","60","60","44410","41100"
"New entrant CS","2022","Male","Ministry of Justice (excl. agencies)","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Male","Ministry of Justice (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Ministry of Justice (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Crime Agency","20-29","60","60","32920","32260"
"New entrant CS","2022","Male","National Crime Agency","30-39","70","70","36090","36410"
"New entrant CS","2022","Male","National Crime Agency","40-49","50","40","[c]","[c]"
"New entrant CS","2022","Male","National Crime Agency","50-59","90","90","40150","36740"
"New entrant CS","2022","Male","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Infrastructure Commission","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Infrastructure Commission","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Infrastructure Commission","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Records of Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Records of Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Records of Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Records of Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Records of Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Records of Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Savings and Investments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Savings and Investments","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Savings and Investments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Savings and Investments","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","National Savings and Investments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northern Ireland Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Budget Responsibility","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Budget Responsibility","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Budget Responsibility","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Office of Gas and Electricity Markets","16-19","[c]","[c]","[c]","[c]"
