"Status","Year","Organisation","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Companies House","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","No function","Male","30","30","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","No function","Female","80","80","21760","20760"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","No function","Male","30","30","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Legal","Female","450","440","31060","25480"
"New entrant CS","2021","Crown Prosecution Service","Legal","Male","240","240","36910","38000"
"New entrant CS","2021","Crown Prosecution Service","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Finance","Female","30","30","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Finance","Male","40","40","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","Female","140","130","30860","27540"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","Male","410","410","32660","30000"
"New entrant CS","2021","Defence Equipment and Support","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","No function","Female","50","50","30170","28650"
"New entrant CS","2021","Defence Science and Technology Laboratory","No function","Male","80","80","31310","28650"
"New entrant CS","2021","Defence Science and Technology Laboratory","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","Female","310","310","36780","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","Male","290","290","39850","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","No function","Female","150","150","36690","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","No function","Male","110","100","38850","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Female","40","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Male","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Communications","Female","40","40","[c]","[c]"
