"Status","Year","Region_ITL3","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Berkshire","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","AA/AO","Security","60","60","26960","25540"
"New entrant CS","2022","Berkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","EO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","EO","No function","70","70","29200","29290"
"New entrant CS","2022","Berkshire","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","Unknown","No function","120","120","27460","24270"
"New entrant CS","2022","Bexley and Greenwich","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","AA/AO","No function","170","170","27240","29020"
"New entrant CS","2022","Bexley and Greenwich","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","EO","No function","50","40","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","AA/AO","Communications","70","60","21250","21250"
"New entrant CS","2022","Birmingham","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","AA/AO","Debt","140","130","21250","21250"
"New entrant CS","2022","Birmingham","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","AA/AO","No function","600","570","21350","21050"
"New entrant CS","2022","Birmingham","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","EO","Communications","130","120","26640","26590"
"New entrant CS","2022","Birmingham","EO","Counter Fraud","50","50","[c]","[c]"
"New entrant CS","2022","Birmingham","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","EO","No function","390","380","27040","27570"
"New entrant CS","2022","Birmingham","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","EO","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Birmingham","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","G6/G7","No function","50","40","[c]","[c]"
"New entrant CS","2022","Birmingham","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SEO/HEO","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Birmingham","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SEO/HEO","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2022","Birmingham","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SEO/HEO","No function","260","250","33890","33080"
"New entrant CS","2022","Birmingham","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Unknown","No function","280","250","27270","24800"
"New entrant CS","2022","Birmingham","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","AA/AO","No function","310","300","21260","21260"
"New entrant CS","2022","Blackpool","AA/AO","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Blackpool","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","EO","No function","160","160","27540","27570"
"New entrant CS","2022","Blackpool","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","Unknown","No function","40","40","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","Unknown","No function","80","70","26780","24800"
"New entrant CS","2022","Bradford","AA/AO","Debt","80","80","21260","21260"
"New entrant CS","2022","Bradford","AA/AO","No function","270","250","21240","21250"
"New entrant CS","2022","Bradford","AA/AO","Unknown","60","50","[c]","[c]"
"New entrant CS","2022","Bradford","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","EO","No function","60","60","27340","27570"
"New entrant CS","2022","Bradford","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","Unknown","No function","100","90","28840","26310"
"New entrant CS","2022","Breckland and South Norfolk","AA/AO","No function","70","70","23220","23140"
"New entrant CS","2022","Breckland and South Norfolk","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","EO","No function","50","50","[c]","[c]"
"New entrant CS","2022","Brent","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","AA/AO","No function","50","40","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","Unknown","No function","40","30","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","AA/AO","No function","[c]","[c]","[c]","[c]"
