"Status","Year","Organisation","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Male","1710","1690","24630","20140"
"New entrant CS","2021","HM Treasury (excl. agencies)","Heterosexual / straight","Female","150","150","32620","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","Heterosexual / straight","Male","140","140","31970","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Undeclared","Female","40","40","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Undeclared","Male","40","40","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Heterosexual / straight","Female","260","260","32380","28650"
"New entrant CS","2021","Home Office (incl. agencies)","Heterosexual / straight","Male","350","350","32730","25630"
"New entrant CS","2021","Home Office (incl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","LGBO","Male","30","30","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Female","670","660","31000","27370"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Male","780","770","31740","25630"
"New entrant CS","2021","Insolvency Service","Heterosexual / straight","Female","50","40","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Heterosexual / straight","Male","30","30","[c]","[c]"
"New entrant CS","2021","Insolvency Service","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Unknown","Female","60","60","22950","20880"
"New entrant CS","2021","Insolvency Service","Unknown","Male","50","50","23140","20880"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Heterosexual / straight","Female","50","40","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Heterosexual / straight","Male","70","70","38950","36040"
"New entrant CS","2021","Maritime and Coastguard Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Unknown","Male","40","40","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Female","90","90","37150","32960"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Male","60","60","43980","37640"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","Female","50","50","33970","30930"
"New entrant CS","2021","Met Office","Unknown","Male","80","80","33270","30930"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","Female","1040","980","28170","25390"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","Male","1150","1140","29780","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","LGBO","Female","80","80","27970","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","LGBO","Male","50","50","27410","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Undeclared","Female","50","50","28770","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Undeclared","Male","80","80","30540","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","Female","210","200","31960","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","Male","340","340","29650","25540"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","Female","130","130","38030","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","Male","110","110","40030","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","Female","220","210","35380","32870"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","Male","180","180","39840","36800"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","Female","130","130","37920","36400"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","Male","120","120","41840","36800"
"New entrant CS","2021","National Crime Agency","Heterosexual / straight","Female","420","420","32630","32260"
"New entrant CS","2021","National Crime Agency","Heterosexual / straight","Male","380","380","36000","34140"
"New entrant CS","2021","National Crime Agency","LGBO","Female","30","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Undeclared","Female","40","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Undeclared","Male","30","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","Female","60","60","36370","32770"
"New entrant CS","2021","National Crime Agency","Unknown","Male","60","60","38870","36740"
"New entrant CS","2021","National Infrastructure Commission","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Female","90","90","48410","46360"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Male","50","50","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","LGBO","Male","[c]","[c]","[c]","[c]"
