"Status","Year","Ethnicity","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Other ethnicity","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","West Midlands (England)","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Other ethnicity","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","Declared non-disabled","90","90","34610","31060"
"New entrant CS","2022","Undeclared","London","Undeclared","90","80","39280","33700"
"New entrant CS","2022","Undeclared","London","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","North West (England)","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","North West (England)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scotland","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South East (England)","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","South East (England)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South West (England)","Declared non-disabled","50","50","31040","26810"
"New entrant CS","2022","Undeclared","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","West Midlands (England)","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Yorkshire and The Humber","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","East Midlands (England)","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","East Midlands (England)","Unknown","950","900","25860","24430"
"New entrant CS","2022","Unknown","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","East of England","Unknown","860","800","27080","24880"
"New entrant CS","2022","Unknown","London","Declared disabled","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Declared non-disabled","60","60","40210","34090"
"New entrant CS","2022","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Unknown","4420","4180","35620","30750"
"New entrant CS","2022","Unknown","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","North East (England)","Declared non-disabled","90","90","22510","21300"
"New entrant CS","2022","Unknown","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","North East (England)","Unknown","1060","1020","25960","23140"
"New entrant CS","2022","Unknown","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","North West (England)","Declared non-disabled","130","120","22100","21300"
"New entrant CS","2022","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","North West (England)","Unknown","2620","2520","26880","24880"
"New entrant CS","2022","Unknown","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland","Unknown","240","240","25710","21250"
"New entrant CS","2022","Unknown","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scotland","Declared non-disabled","140","130","23560","22000"
"New entrant CS","2022","Unknown","Scotland","Unknown","2490","2400","28840","26130"
"New entrant CS","2022","Unknown","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","South East (England)","Declared non-disabled","120","110","29380","26930"
"New entrant CS","2022","Unknown","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","South East (England)","Unknown","1550","1450","27840","25630"
"New entrant CS","2022","Unknown","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","South West (England)","Declared non-disabled","200","200","28770","26030"
"New entrant CS","2022","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","South West (England)","Unknown","1290","1240","27760","24090"
"New entrant CS","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","550","470","27700","25020"
"New entrant CS","2022","Unknown","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Wales","Unknown","1030","980","25130","21840"
"New entrant CS","2022","Unknown","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","West Midlands (England)","Declared non-disabled","60","60","26850","21300"
"New entrant CS","2022","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","West Midlands (England)","Unknown","1480","1400","27370","24430"
"New entrant CS","2022","Unknown","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Yorkshire and The Humber","Declared non-disabled","70","60","25970","21300"
"New entrant CS","2022","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Yorkshire and The Humber","Unknown","1910","1760","28580","24880"
"New entrant CS","2022","White","East Midlands (England)","Declared disabled","280","270","26570","25480"
"New entrant CS","2022","White","East Midlands (England)","Declared non-disabled","1510","1470","26790","24250"
"New entrant CS","2022","White","East Midlands (England)","Undeclared","80","80","26130","24770"
"New entrant CS","2022","White","East Midlands (England)","Unknown","140","130","31160","28900"
"New entrant CS","2022","White","East of England","Declared disabled","230","220","27120","25480"
"New entrant CS","2022","White","East of England","Declared non-disabled","1510","1460","27710","25460"
"New entrant CS","2022","White","East of England","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","White","East of England","Unknown","130","130","30160","26350"
"New entrant CS","2022","White","London","Declared disabled","550","530","36140","32560"
"New entrant CS","2022","White","London","Declared non-disabled","3810","3730","38800","33570"
"New entrant CS","2022","White","London","Undeclared","190","180","36410","34020"
"New entrant CS","2022","White","London","Unknown","680","650","39050","34060"
"New entrant CS","2022","White","North East (England)","Declared disabled","280","270","26300","23170"
"New entrant CS","2022","White","North East (England)","Declared non-disabled","2190","2140","26430","23170"
"New entrant CS","2022","White","North East (England)","Undeclared","110","100","26070","24800"
"New entrant CS","2022","White","North East (England)","Unknown","200","200","29230","25000"
"New entrant CS","2022","White","North West (England)","Declared disabled","590","570","27230","24800"
"New entrant CS","2022","White","North West (England)","Declared non-disabled","3700","3600","27190","24440"
"New entrant CS","2022","White","North West (England)","Undeclared","170","170","27530","25120"
"New entrant CS","2022","White","North West (England)","Unknown","510","500","30420","26590"
"New entrant CS","2022","White","Northern Ireland","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","White","Northern Ireland","Declared non-disabled","250","250","29130","26590"
"New entrant CS","2022","White","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Northern Ireland","Unknown","50","50","30670","26710"
"New entrant CS","2022","White","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Scotland","Declared disabled","440","420","27090","27110"
"New entrant CS","2022","White","Scotland","Declared non-disabled","3520","3460","29060","27230"
"New entrant CS","2022","White","Scotland","Undeclared","100","100","28930","27400"
"New entrant CS","2022","White","Scotland","Unknown","410","400","30520","27230"
