"Status","Year","Sexual_orientation","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","LGBO","White","Project Delivery","80","80","33030","30730"
"New entrant CS","2022","LGBO","White","Property","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","White","Unknown","400","400","30140","27230"
"New entrant CS","2022","Undeclared","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","No function","130","120","30020","27570"
"New entrant CS","2022","Undeclared","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","No function","70","70","31020","31060"
"New entrant CS","2022","Undeclared","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","No function","70","70","28930","27060"
"New entrant CS","2022","Undeclared","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Digital, Data & Technology","60","60","40980","37070"
"New entrant CS","2022","Undeclared","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","No function","380","360","31290","28200"
"New entrant CS","2022","Undeclared","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","70","70","33760","30010"
"New entrant CS","2022","Undeclared","Unknown","Analysis","50","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Commercial","70","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Communications","80","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Digital, Data & Technology","80","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Finance","100","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Human Resources","40","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","No function","180","120","37350","32790"
"New entrant CS","2022","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Analysis","60","60","31670","30710"
"New entrant CS","2022","Undeclared","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Digital, Data & Technology","100","90","35420","33080"
"New entrant CS","2022","Undeclared","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Legal","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","White","No function","1040","990","29570","27500"
"New entrant CS","2022","Undeclared","White","Project Delivery","60","50","40100","35530"
"New entrant CS","2022","Undeclared","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Unknown","160","160","31380","27230"
"New entrant CS","2022","Unknown","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","No function","100","90","29010","26590"
"New entrant CS","2022","Unknown","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Unknown","70","70","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","No function","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","No function","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Analysis","190","190","34310","30530"
"New entrant CS","2022","Unknown","Unknown","Commercial","330","330","58400","61710"
"New entrant CS","2022","Unknown","Unknown","Communications","450","440","29340","26590"
"New entrant CS","2022","Unknown","Unknown","Counter Fraud","320","310","27720","26590"
"New entrant CS","2022","Unknown","Unknown","Debt","280","270","21430","21250"
"New entrant CS","2022","Unknown","Unknown","Digital, Data & Technology","590","580","37500","33580"
"New entrant CS","2022","Unknown","Unknown","Finance","230","220","34630","31990"
"New entrant CS","2022","Unknown","Unknown","Grants Management","330","320","21560","21300"
"New entrant CS","2022","Unknown","Unknown","Human Resources","240","230","33410","27770"
"New entrant CS","2022","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Legal","80","80","39420","37420"
"New entrant CS","2022","Unknown","Unknown","No function","11830","11260","27080","24800"
"New entrant CS","2022","Unknown","Unknown","Project Delivery","400","400","32930","31490"
"New entrant CS","2022","Unknown","Unknown","Property","400","400","30020","25000"
"New entrant CS","2022","Unknown","Unknown","Security","330","330","27350","25000"
"New entrant CS","2022","Unknown","Unknown","Unknown","4580","4390","29730","27230"
"New entrant CS","2022","Unknown","White","Analysis","70","70","29370","29180"
"New entrant CS","2022","Unknown","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","No function","430","410","29430","26590"
"New entrant CS","2022","Unknown","White","Project Delivery","100","90","31910","28000"
"New entrant CS","2022","Unknown","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Unknown","370","350","29240","24880"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
