"Status","Year","Responsibility_level","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","G6/G7","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Home Office (incl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Home Office (incl. agencies)","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Home Office (incl. agencies)","Unknown","180","180","59310","57430"
"New entrant CS","2021","G6/G7","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Legal Aid Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Maritime and Coastguard Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Medicines and Healthcare Products Regulatory Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Met Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence (excl. agencies)","Declared non-disabled","90","90","64420","61030"
"New entrant CS","2021","G6/G7","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence (excl. agencies)","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice (excl. agencies)","Declared non-disabled","80","80","58250","57000"
"New entrant CS","2021","G6/G7","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice (excl. agencies)","Unknown","70","70","59660","57600"
"New entrant CS","2021","G6/G7","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Crime Agency","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","National Infrastructure Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Infrastructure Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Records of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Records of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Savings and Investments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Savings and Investments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office for Budget Responsibility","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office for Budget Responsibility","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","50","50","73060","75500"
"New entrant CS","2021","G6/G7","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Gas and Electricity Markets","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of the Public Guardian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of the Public Guardian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of the Scottish Charity Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of the Scottish Charity Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Planning Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Planning Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Public Health England","Declared non-disabled","180","160","56660","52610"
"New entrant CS","2021","G6/G7","Public Health England","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Revenue Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Revenue Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Rural Payments Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government (excl. agencies)","Declared non-disabled","50","50","56380","56120"
"New entrant CS","2021","G6/G7","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government (excl. agencies)","Unknown","110","110","54860","48930"
"New entrant CS","2021","G6/G7","Scottish Public Pensions Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Public Pensions Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Social Security Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Social Security Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Standards and Testing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Standards and Testing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Teaching Regulation Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Teaching Regulation Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Transport Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Transport Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Hydrographic Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Space Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Unknown","50","50","53100","52100"
"New entrant CS","2021","G6/G7","Veterinary Medicines Directorate","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Veterinary Medicines Directorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Revenue Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Revenue Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Cabinet Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Cabinet Office (excl. agencies)","Unknown","160","160","82260","71500"
"New entrant CS","2021","SCS","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
