"Status","Year","Region_ITL2","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Merseyside","HM Land Registry","North West (England)","60","50","24000","22350"
"New entrant CS","2021","Merseyside","HM Revenue and Customs","North West (England)","300","290","22760","20140"
"New entrant CS","2021","Merseyside","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Home Office","North West (England)","170","170","25060","21430"
"New entrant CS","2021","Merseyside","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Ministry of Housing, Communities and Local Government","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Ministry of Justice","North West (England)","120","120","21890","19930"
"New entrant CS","2021","Merseyside","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Other Cabinet Office Agencies","North West (England)","70","70","38120","34800"
"New entrant CS","2021","North Eastern Scotland","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Department for Work and Pensions","Scotland","50","50","27300","27570"
"New entrant CS","2021","North Eastern Scotland","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Scottish Government","Scotland","120","110","27510","26160"
"New entrant CS","2021","North Yorkshire","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Cabinet Office","Yorkshire and The Humber","40","30","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","150","140","29520","29180"
"New entrant CS","2021","North Yorkshire","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Department for Work and Pensions","Yorkshire and The Humber","140","130","26610","27570"
"New entrant CS","2021","North Yorkshire","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Ministry of Defence","Yorkshire and The Humber","130","130","28420","21930"
"New entrant CS","2021","North Yorkshire","Ministry of Justice","Yorkshire and The Humber","30","30","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Office for Standards in Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","HM Revenue and Customs","Northern Ireland","230","220","21870","20140"
"New entrant CS","2021","Northern Ireland","Home Office","Northern Ireland","50","50","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Ministry of Defence","Northern Ireland","40","40","[c]","[c]"
"New entrant CS","2021","Northern Ireland","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Cabinet Office","North East (England)","40","40","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Department for Environment, Food and Rural Affairs","North East (England)","50","50","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Department for Work and Pensions","North East (England)","1180","1160","24480","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","Department of Health and Social Care","North East (England)","50","40","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","HM Revenue and Customs","North East (England)","1010","990","23840","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Ministry of Housing, Communities and Local Government","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Ministry of Justice","North East (England)","80","80","21940","21170"
"New entrant CS","2021","Northumberland and Tyne and Wear","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Department for Work and Pensions","London","690","670","29930","31060"
"New entrant CS","2021","Outer London - East and North East","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Ministry of Justice","London","220","220","26170","26810"
"New entrant CS","2021","Outer London - South","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Department for Work and Pensions","London","340","330","29740","31060"
"New entrant CS","2021","Outer London - South","HM Land Registry","London","50","50","[c]","[c]"
"New entrant CS","2021","Outer London - South","HM Revenue and Customs","London","170","170","31840","29570"
"New entrant CS","2021","Outer London - South","Home Office","London","320","320","40850","35050"
"New entrant CS","2021","Outer London - South","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Ministry of Justice","London","150","150","24220","21980"
"New entrant CS","2021","Outer London - South","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Department for Work and Pensions","London","720","720","30430","31060"
"New entrant CS","2021","Outer London - West and North West","Department of Health and Social Care","London","230","210","34110","32330"
"New entrant CS","2021","Outer London - West and North West","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Home Office","London","140","140","29710","28650"
"New entrant CS","2021","Outer London - West and North West","Ministry of Defence","London","40","40","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Ministry of Justice","London","200","200","25260","24440"
"New entrant CS","2021","Outer London - West and North West","The National Archives","London","60","60","32670","31960"
"New entrant CS","2021","Overseas","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Ministry of Defence","Overseas","40","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Department for Work and Pensions","West Midlands (England)","300","290","26650","27570"
"New entrant CS","2021","Shropshire and Staffordshire","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","HM Land Registry","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","HM Revenue and Customs","West Midlands (England)","70","70","39470","38630"
"New entrant CS","2021","Shropshire and Staffordshire","Ministry of Defence","West Midlands (England)","100","100","31540","29350"
"New entrant CS","2021","Shropshire and Staffordshire","Ministry of Justice","West Midlands (England)","460","430","21210","20600"
"New entrant CS","2021","Shropshire and Staffordshire","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Department for Education","Yorkshire and The Humber","140","130","31770","29360"
