"Status","Year","Organisation","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Transport (excl. agencies)","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Department for Work and Pensions","16980","16660","26790","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Analysis","Department of Health and Social Care","70","70","49050","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Commercial","Department of Health and Social Care","80","70","45600","40650"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Communications","Department of Health and Social Care","50","50","40450","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","Department of Health and Social Care","50","50","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Finance","Department of Health and Social Care","150","140","34710","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Human Resources","Department of Health and Social Care","50","50","30060","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","No function","Department of Health and Social Care","630","620","39560","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Unknown","Scottish Government","50","40","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Digital, Data & Technology","Department for Transport","50","50","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","No function","Department for Transport","250","220","21690","19830"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Digital, Data & Technology","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","No function","Department for Transport","190","190","25560","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","No function","Department for Education","60","60","33250","29360"
"New entrant CS","2021","Education and Skills Funding Agency","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","No function","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","No function","Food Standards Agency","60","60","34050","32350"
"New entrant CS","2021","Food Standards Agency","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Unknown","Scottish Government","50","50","31300","30650"
"New entrant CS","2021","Forestry and Land Scotland","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Property","Scottish Government","50","50","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Legal","Attorney General's Departments","240","230","42440","43920"
"New entrant CS","2021","Government Legal Department","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Digital, Data & Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Property","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","No function","Department for Work and Pensions","170","160","32500","26370"
"New entrant CS","2021","Health and Safety Executive","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Digital, Data & Technology","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Legal","Ministry of Justice","140","140","27710","26550"
"New entrant CS","2021","HM Courts and Tribunals Service","No function","Ministry of Justice","1930","1870","20700","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","Project Delivery","Ministry of Justice","50","50","34850","30870"
"New entrant CS","2021","HM Courts and Tribunals Service","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Digital, Data & Technology","HM Land Registry","100","100","31780","27130"
"New entrant CS","2021","HM Land Registry","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Grants Management","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","No function","HM Land Registry","520","510","22890","22350"
"New entrant CS","2021","HM Land Registry","Project Delivery","HM Land Registry","30","30","[c]","[c]"
