"Status","Year","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Education","140","130","34450","29360"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs","70","70","36820","35900"
"New entrant CS","2022","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport","60","60","39280","38650"
"New entrant CS","2022","Finance","Department for Work and Pensions","150","140","32650","31990"
"New entrant CS","2022","Finance","Department of Health and Social Care","190","130","35180","32790"
"New entrant CS","2022","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs","180","170","30520","26590"
"New entrant CS","2022","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence","140","130","29200","26350"
"New entrant CS","2022","Finance","Ministry of Justice","50","50","35530","36050"
"New entrant CS","2022","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","520","500","21610","21300"
"New entrant CS","2022","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office","160","150","30890","24100"
"New entrant CS","2022","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education","30","30","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","100","90","36600","32560"
"New entrant CS","2022","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport","70","70","34760","30730"
"New entrant CS","2022","Human Resources","Department for Work and Pensions","130","120","30670","27570"
"New entrant CS","2022","Human Resources","Department of Health and Social Care","210","180","38150","32790"
"New entrant CS","2022","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Revenue and Customs","70","70","29940","26590"
"New entrant CS","2022","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","210","200","29190","21170"
"New entrant CS","2022","Human Resources","Ministry of Justice","100","100","32830","30450"
"New entrant CS","2022","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Attorney General's Departments","920","890","34640","26970"
"New entrant CS","2022","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Competition and Markets Authority","30","30","[c]","[c]"
"New entrant CS","2022","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Revenue and Customs","100","100","37020","30750"
"New entrant CS","2022","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Government","90","90","37640","41750"
"New entrant CS","2022","Legal","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cabinet Office","850","850","30870","28000"
"New entrant CS","2022","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Charity Commission","60","50","24720","24440"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy","890","870","33150","30410"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","320","320","35330","34020"
"New entrant CS","2022","No function","Department for Education","490","480","33070","29360"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs","1680","1650","34130","32560"
"New entrant CS","2022","No function","Department for International Trade","240","240","36500","31800"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","530","520","34600","33210"
"New entrant CS","2022","No function","Department for Transport","1700","1630","28610","26130"
"New entrant CS","2022","No function","Department for Work and Pensions","7360","7200","25580","27570"
"New entrant CS","2022","No function","Department of Health and Social Care","2390","2150","37270","32330"
"New entrant CS","2022","No function","Food Standards Agency","140","140","31840","30350"
"New entrant CS","2022","No function","HM Land Registry","350","330","24650","22600"
"New entrant CS","2022","No function","HM Revenue and Customs","4110","4010","25660","21250"
"New entrant CS","2022","No function","HM Treasury","260","250","32940","28500"
"New entrant CS","2022","No function","Ministry of Defence","520","520","29090","26030"
"New entrant CS","2022","No function","Ministry of Justice","17530","16690","26540","24240"
"New entrant CS","2022","No function","National Crime Agency","420","410","36100","34140"
"New entrant CS","2022","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","200","200","51390","46360"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","290","290","32380","25750"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","50","40","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Government","970","950","22740","21640"
"New entrant CS","2022","No function","The National Archives","60","50","28610","24640"
"New entrant CS","2022","No function","UK Statistics Authority","420","330","23920","19860"
"New entrant CS","2022","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","40","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","60","60","38750","38650"
"New entrant CS","2022","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","50","50","25110","21400"
"New entrant CS","2022","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Transport","80","80","43380","38650"
"New entrant CS","2022","Project Delivery","Department for Work and Pensions","70","70","27940","21260"
