"Status","Year","Parent_department","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Water Services Regulation Authority","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Heterosexual / straight","Unknown","150","140","28380","25030"
"New entrant CS","2021","Welsh Government","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","Legal","780","750","35220","29280"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","LGBO","Legal","60","60","28770","25480"
"New entrant CS","2022","Attorney General's Departments","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Legal","50","50","31620","26950"
"New entrant CS","2022","Attorney General's Departments","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","Commercial","80","80","34910","30510"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","Communications","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","Digital, Data & Technology","170","160","43340","40600"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","Human Resources","110","110","31890","27500"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","No function","170","170","37720","34550"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","Property","70","70","42480","40000"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","Security","90","90","32910","32000"
"New entrant CS","2022","Cabinet Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","LGBO","No function","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","Commercial","200","200","72970","70180"
"New entrant CS","2022","Cabinet Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","Digital, Data & Technology","60","60","43370","39460"
"New entrant CS","2022","Cabinet Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","No function","630","630","28800","28000"
"New entrant CS","2022","Cabinet Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","Security","60","50","27250","25210"
"New entrant CS","2022","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","Communications","[c]","[c]","[c]","[c]"
