"Status","Year","Region_ITL2","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","East Anglia","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Operational Delivery","280","270","24890","22850"
"New entrant CS","2021","East Anglia","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Security","30","30","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Unknown","190","190","26970","27570"
"New entrant CS","2021","East Wales","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Operational Delivery","410","400","23460","21590"
"New entrant CS","2021","East Wales","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Social Research","50","40","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Statistics","40","40","[c]","[c]"
"New entrant CS","2021","East Wales","Female","Tax","120","110","21450","20140"
"New entrant CS","2021","East Wales","Female","Unknown","190","180","25910","27570"
"New entrant CS","2021","East Wales","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Digital, Data and Technology","110","110","35970","35800"
"New entrant CS","2021","East Wales","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Operational Delivery","330","330","23760","22850"
"New entrant CS","2021","East Wales","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Male","Tax","120","120","21870","20140"
"New entrant CS","2021","East Wales","Male","Unknown","140","140","25340","27570"
"New entrant CS","2021","East Wales","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Female","Operational Delivery","120","110","21910","21510"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Female","Unknown","70","70","26240","27570"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Male","Operational Delivery","140","140","23740","22850"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Male","Unknown","60","60","26750","27570"
"New entrant CS","2021","Eastern Scotland","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Operational Delivery","150","150","22030","20810"
"New entrant CS","2021","Eastern Scotland","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Female","Tax","170","170","20920","20140"
"New entrant CS","2021","Eastern Scotland","Female","Unknown","760","730","31880","27570"
"New entrant CS","2021","Eastern Scotland","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Operational Delivery","130","130","23990","20810"
"New entrant CS","2021","Eastern Scotland","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Male","Tax","180","170","20940","20140"
"New entrant CS","2021","Eastern Scotland","Male","Unknown","520","510","31890","27570"
"New entrant CS","2021","Essex","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Female","Operational Delivery","170","160","23320","22570"
"New entrant CS","2021","Essex","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Female","Unknown","270","260","28130","29290"
"New entrant CS","2021","Essex","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Male","Operational Delivery","110","100","25620","24880"
"New entrant CS","2021","Essex","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Male","Unknown","140","140","28010","29290"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Commercial","50","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Digital, Data and Technology","60","60","35430","34870"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Finance","60","50","29970","25000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Human Resources","80","70","29230","22780"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
