"Status","Year","Organisation","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","No function","West Central Scotland","120","120","22750","21050"
"New entrant CS","2022","Crown Prosecution Service","Commercial","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Digital, Data & Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Digital, Data & Technology","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Digital, Data & Technology","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Digital, Data & Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Digital, Data & Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Derbyshire and Nottinghamshire","50","50","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Greater Manchester","30","30","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Inner London - West","150","150","33630","26970"
"New entrant CS","2022","Crown Prosecution Service","Legal","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","West Midlands","40","40","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Legal","West Yorkshire","30","30","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Property","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Digital, Data & Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","No function","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","No function","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","No function","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Dorset and Somerset","30","30","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","590","580","31570","28030"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Property","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Property","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Property","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Analysis","Hampshire and Isle of Wight","50","50","30400","26520"
"New entrant CS","2022","Defence Science and Technology Laboratory","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","No function","Gloucestershire, Wiltshire and Bath/Bristol area","270","270","30020","27010"
