"Status","Year","Parent_department","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Office for Standards in Education","Declared non-disabled","Heterosexual / straight","130","130","50220","46360"
"New entrant CS","2021","Office for Standards in Education","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","Heterosexual / straight","200","190","34850","27000"
"New entrant CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Declared non-disabled","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Heterosexual / straight","100","100","36480","31560"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Declared disabled","Heterosexual / straight","90","80","27890","23340"
"New entrant CS","2021","Scottish Government","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Declared non-disabled","Heterosexual / straight","620","600","29840","26160"
"New entrant CS","2021","Scottish Government","Declared non-disabled","LGBO","60","60","28380","26160"
"New entrant CS","2021","Scottish Government","Declared non-disabled","Undeclared","60","60","30630","24750"
"New entrant CS","2021","Scottish Government","Declared non-disabled","Unknown","100","90","28190","25140"
"New entrant CS","2021","Scottish Government","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Heterosexual / straight","80","80","31400","26160"
"New entrant CS","2021","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Undeclared","70","70","23960","20850"
"New entrant CS","2021","Scottish Government","Unknown","Unknown","910","880","31800","26160"
"New entrant CS","2021","The National Archives","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared non-disabled","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","Heterosexual / straight","70","70","47650","47000"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Heterosexual / straight","300","290","32660","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Heterosexual / straight","300","290","31280","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Unknown","270","260","31050","29540"
"New entrant CS","2021","Wales Office","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared non-disabled","Heterosexual / straight","130","120","28160","25030"
"New entrant CS","2021","Welsh Government","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
