"Status","Year","Organisation","Sexual_orientation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","20-29","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","30-39","140","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","40-49","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","50-59","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Heterosexual / straight","20-29","130","130","23130","20970"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Heterosexual / straight","30-39","90","90","26480","23180"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Heterosexual / straight","40-49","80","70","31940","25120"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Heterosexual / straight","50-59","60","60","29540","25120"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","20-29","70","70","22440","20970"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Heterosexual / straight","20-29","120","120","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Heterosexual / straight","30-39","120","110","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Heterosexual / straight","40-49","110","100","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Heterosexual / straight","50-59","60","60","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","20-29","30","30","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","20-29","430","430","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","30-39","410","400","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","40-49","280","270","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","50-59","170","160","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Heterosexual / straight","20-29","70","70","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Heterosexual / straight","30-39","50","50","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","LGBO","50-59","[c]","[c]","[c]","[c]"
