"Status","Year","Sex","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","No function","Derbyshire and Nottinghamshire","220","210","25910","22850"
"New entrant CS","2021","Male","No function","Devon","180","170","23660","22850"
"New entrant CS","2021","Male","No function","Dorset and Somerset","110","100","24400","22850"
"New entrant CS","2021","Male","No function","East Anglia","280","270","27530","22850"
"New entrant CS","2021","Male","No function","East Wales","420","410","23130","21050"
"New entrant CS","2021","Male","No function","East Yorkshire and Northern Lincolnshire","100","100","24080","22850"
"New entrant CS","2021","Male","No function","Eastern Scotland","140","140","23590","20810"
"New entrant CS","2021","Male","No function","Essex","70","70","26830","25850"
"New entrant CS","2021","Male","No function","Gloucestershire, Wiltshire and Bath/Bristol area","440","420","30040","25850"
"New entrant CS","2021","Male","No function","Greater Manchester","390","380","24470","20140"
"New entrant CS","2021","Male","No function","Hampshire and Isle of Wight","280","270","27040","24120"
"New entrant CS","2021","Male","No function","Herefordshire, Worcestershire and Warwickshire","80","80","22680","22850"
"New entrant CS","2021","Male","No function","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Inner London - East","580","550","36190","31100"
"New entrant CS","2021","Male","No function","Inner London - West","1820","1810","36760","32790"
"New entrant CS","2021","Male","No function","Kent","180","180","25980","26500"
"New entrant CS","2021","Male","No function","Lancashire","120","120","22880","22850"
"New entrant CS","2021","Male","No function","Leicestershire, Rutland and Northamptonshire","160","160","22980","22850"
"New entrant CS","2021","Male","No function","Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2021","Male","No function","Merseyside","190","190","24930","20480"
"New entrant CS","2021","Male","No function","North Eastern Scotland","30","30","[c]","[c]"
"New entrant CS","2021","Male","No function","North Yorkshire","100","100","31300","28000"
"New entrant CS","2021","Male","No function","Northern Ireland","120","120","23050","20140"
"New entrant CS","2021","Male","No function","Northumberland and Tyne and Wear","170","160","24780","20140"
"New entrant CS","2021","Male","No function","Outer London - East and North East","100","90","27280","28720"
"New entrant CS","2021","Male","No function","Outer London - South","130","130","27950","25850"
"New entrant CS","2021","Male","No function","Outer London - West and North West","160","150","30330","30720"
"New entrant CS","2021","Male","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Shropshire and Staffordshire","220","210","22150","22350"
"New entrant CS","2021","Male","No function","South Yorkshire","110","110","26000","24120"
"New entrant CS","2021","Male","No function","Southern Scotland","50","50","20740","20140"
"New entrant CS","2021","Male","No function","Surrey, East and West Sussex","220","210","26260","25850"
"New entrant CS","2021","Male","No function","Tees Valley and Durham","130","130","22690","22850"
"New entrant CS","2021","Male","No function","Unknown","60","60","33120","28000"
"New entrant CS","2021","Male","No function","West Central Scotland","180","180","25590","23450"
"New entrant CS","2021","Male","No function","West Midlands","370","360","29890","24250"
"New entrant CS","2021","Male","No function","West Wales and The Valleys","160","150","22770","21590"
"New entrant CS","2021","Male","No function","West Yorkshire","400","390","26750","20600"
"New entrant CS","2021","Male","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Devon","50","50","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","450","450","33870","30000"
"New entrant CS","2021","Male","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Hampshire and Isle of Wight","60","60","37290","38790"
"New entrant CS","2021","Male","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Inner London - East","40","40","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Inner London - West","130","130","45640","40230"
"New entrant CS","2021","Male","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Eastern Scotland","30","30","[c]","[c]"
"New entrant CS","2021","Male","Property","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"New entrant CS","2021","Male","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Berkshire, Buckinghamshire and Oxfordshire","90","90","28390","25540"
"New entrant CS","2021","Male","Security","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","East Anglia","30","30","[c]","[c]"
"New entrant CS","2021","Male","Security","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"New entrant CS","2021","Male","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Hampshire and Isle of Wight","70","70","28610","24540"
"New entrant CS","2021","Male","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Inner London - West","60","60","34950","29370"
"New entrant CS","2021","Male","Security","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","North Yorkshire","40","40","[c]","[c]"
"New entrant CS","2021","Male","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","West Central Scotland","60","60","22930","23540"
"New entrant CS","2021","Male","Security","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Bedfordshire and Hertfordshire","200","190","28160","27570"
"New entrant CS","2021","Male","Unknown","Berkshire, Buckinghamshire and Oxfordshire","200","200","27110","27570"
"New entrant CS","2021","Male","Unknown","Cheshire","120","120","24730","27570"
"New entrant CS","2021","Male","Unknown","Cornwall and Isles of Scilly","60","60","26740","27570"
"New entrant CS","2021","Male","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Derbyshire and Nottinghamshire","140","140","26240","27570"
"New entrant CS","2021","Male","Unknown","Devon","140","140","25620","27570"
"New entrant CS","2021","Male","Unknown","Dorset and Somerset","100","100","25120","27570"
"New entrant CS","2021","Male","Unknown","East Anglia","240","240","25810","27570"
"New entrant CS","2021","Male","Unknown","East Wales","200","200","26440","25030"
"New entrant CS","2021","Male","Unknown","East Yorkshire and Northern Lincolnshire","110","110","25240","26350"
"New entrant CS","2021","Male","Unknown","Eastern Scotland","510","500","31770","27570"
"New entrant CS","2021","Male","Unknown","Essex","170","170","27990","29290"
"New entrant CS","2021","Male","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","290","280","28590","27570"
"New entrant CS","2021","Male","Unknown","Greater Manchester","590","590","29720","27570"
"New entrant CS","2021","Male","Unknown","Hampshire and Isle of Wight","280","270","27850","27570"
"New entrant CS","2021","Male","Unknown","Herefordshire, Worcestershire and Warwickshire","70","70","26300","27570"
"New entrant CS","2021","Male","Unknown","Highlands and Islands","50","50","27190","26160"
"New entrant CS","2021","Male","Unknown","Inner London - East","420","410","31350","31060"
