"Status","Year","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","National Savings and Investments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","210","210","50300","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Declared non-disabled","400","390","36570","30000"
"New entrant CS","2022","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","50","50","37490","38000"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Declared non-disabled","70","70","21960","20970"
"New entrant CS","2022","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Unknown","130","120","21850","20970"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Declared non-disabled","210","180","38570","32330"
"New entrant CS","2022","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Royal Fleet Auxiliary","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Royal Fleet Auxiliary","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Royal Fleet Auxiliary","Unknown","150","150","20590","16190"
"New entrant CS","2022","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Declared non-disabled","520","490","21980","21300"
"New entrant CS","2022","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Declared non-disabled","250","240","23800","22000"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Declared disabled","70","60","34080","31540"
"New entrant CS","2022","Scottish Government (excl. agencies)","Declared non-disabled","670","660","34620","31540"
"New entrant CS","2022","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Unknown","690","660","35720","31540"
"New entrant CS","2022","Scottish Housing Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Unknown","390","390","23060","21640"
"New entrant CS","2022","Scottish Public Pensions Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Public Pensions Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Public Pensions Agency","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Declared disabled","130","130","25860","27230"
"New entrant CS","2022","Social Security Scotland","Declared non-disabled","620","600","27660","27230"
"New entrant CS","2022","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Unknown","620","600","27210","27230"
"New entrant CS","2022","Standards and Testing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Declared non-disabled","150","150","35950","33000"
"New entrant CS","2022","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Unknown","80","70","33830","31350"
"New entrant CS","2022","Teaching Regulation Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Declared non-disabled","70","70","34990","30050"
"New entrant CS","2022","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Transport Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Transport Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Transport Scotland","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Declared non-disabled","110","110","42950","39000"
"New entrant CS","2022","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Health Security Agency","Declared disabled","120","110","34630","31380"
"New entrant CS","2022","UK Health Security Agency","Declared non-disabled","1300","1200","34390","30110"
"New entrant CS","2022","UK Health Security Agency","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","UK Health Security Agency","Unknown","620","600","43430","36820"
"New entrant CS","2022","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Hydrographic Office","Declared non-disabled","60","50","27570","24210"
"New entrant CS","2022","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Hydrographic Office","Unknown","60","60","29630","26740"
"New entrant CS","2022","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Space Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Declared disabled","90","80","29270","30710"
"New entrant CS","2022","UK Statistics Authority","Declared non-disabled","560","520","30190","30210"
"New entrant CS","2022","UK Statistics Authority","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Unknown","330","280","27850","23880"
"New entrant CS","2022","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Valuation Office Agency","Declared non-disabled","200","200","26980","25000"
"New entrant CS","2022","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Valuation Office Agency","Unknown","260","260","26090","24750"
"New entrant CS","2022","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Vehicle Certification Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
