"Status","Year","Ethnicity","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Declared disabled","70","60","30670","28760"
"New entrant CS","2022","Undeclared","No function","Declared non-disabled","280","260","28240","27230"
"New entrant CS","2022","Undeclared","No function","Undeclared","200","190","31570","28200"
"New entrant CS","2022","Undeclared","No function","Unknown","80","70","34490","32030"
"New entrant CS","2022","Undeclared","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Unknown","210","170","35900","31920"
"New entrant CS","2022","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Unknown","390","340","57930","61710"
"New entrant CS","2022","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Unknown","530","490","29830","26590"
"New entrant CS","2022","Unknown","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Unknown","320","310","27720","26590"
"New entrant CS","2022","Unknown","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Debt","Unknown","280","270","21430","21250"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Declared non-disabled","50","50","30560","29210"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Unknown","630","590","37610","33500"
"New entrant CS","2022","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Unknown","320","260","34730","32000"
"New entrant CS","2022","Unknown","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Grants Management","Declared non-disabled","330","320","21550","21300"
"New entrant CS","2022","Unknown","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Unknown","260","240","33620","28310"
"New entrant CS","2022","Unknown","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Unknown","70","70","39120","32210"
"New entrant CS","2022","Unknown","No function","Declared disabled","70","70","31720","27570"
"New entrant CS","2022","Unknown","No function","Declared non-disabled","380","370","28040","23750"
"New entrant CS","2022","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Unknown","11780","11170","27210","24800"
"New entrant CS","2022","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Unknown","370","360","33040","31960"
"New entrant CS","2022","Unknown","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Unknown","410","400","30030","25000"
"New entrant CS","2022","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Unknown","330","320","27420","25000"
"New entrant CS","2022","Unknown","Unknown","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","4580","4370","29740","27230"
"New entrant CS","2022","White","Analysis","Declared disabled","90","90","30360","30710"
"New entrant CS","2022","White","Analysis","Declared non-disabled","720","710","33910","30710"
"New entrant CS","2022","White","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Analysis","Unknown","130","120","34330","30710"
"New entrant CS","2022","White","Commercial","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","White","Commercial","Declared non-disabled","310","310","34230","32000"
"New entrant CS","2022","White","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Commercial","Unknown","100","90","32820","30420"
"New entrant CS","2022","White","Communications","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","White","Communications","Declared non-disabled","520","510","32180","26820"
"New entrant CS","2022","White","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Communications","Unknown","90","80","34530","32790"
"New entrant CS","2022","White","Counter Fraud","Declared disabled","120","120","26840","25210"
"New entrant CS","2022","White","Counter Fraud","Declared non-disabled","790","780","26850","26590"
"New entrant CS","2022","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Counter Fraud","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","White","Debt","Declared disabled","60","60","21420","21260"
"New entrant CS","2022","White","Debt","Declared non-disabled","410","400","21730","21250"
"New entrant CS","2022","White","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Digital, Data & Technology","Declared disabled","150","150","36130","33080"
"New entrant CS","2022","White","Digital, Data & Technology","Declared non-disabled","1180","1170","37760","33570"
"New entrant CS","2022","White","Digital, Data & Technology","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","White","Digital, Data & Technology","Unknown","200","200","37300","36500"
"New entrant CS","2022","White","Finance","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","White","Finance","Declared non-disabled","410","400","33220","29300"
"New entrant CS","2022","White","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Finance","Unknown","140","130","34520","29360"
"New entrant CS","2022","White","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Grants Management","Declared non-disabled","150","140","22020","21300"
"New entrant CS","2022","White","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Declared disabled","90","80","31120","28000"
"New entrant CS","2022","White","Human Resources","Declared non-disabled","600","580","33120","28000"
"New entrant CS","2022","White","Human Resources","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","White","Human Resources","Unknown","100","100","31360","27270"
"New entrant CS","2022","White","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Declared disabled","80","80","35180","29280"
"New entrant CS","2022","White","Legal","Declared non-disabled","620","600","37580","37610"
"New entrant CS","2022","White","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Legal","Unknown","100","100","32690","25480"
"New entrant CS","2022","White","No function","Declared disabled","2770","2650","27880","26190"
"New entrant CS","2022","White","No function","Declared non-disabled","17670","17120","28070","25120"
"New entrant CS","2022","White","No function","Undeclared","780","740","27740","26800"
"New entrant CS","2022","White","No function","Unknown","1470","1400","31620","28840"
"New entrant CS","2022","White","Project Delivery","Declared disabled","110","100","32680","28350"
"New entrant CS","2022","White","Project Delivery","Declared non-disabled","1000","980","35780","33000"
"New entrant CS","2022","White","Project Delivery","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","White","Project Delivery","Unknown","170","170","37960","36500"
"New entrant CS","2022","White","Property","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","White","Property","Declared non-disabled","430","420","33020","29180"
"New entrant CS","2022","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Property","Unknown","90","90","36950","33000"
"New entrant CS","2022","White","Security","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","White","Security","Declared non-disabled","340","330","29540","25540"
"New entrant CS","2022","White","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Security","Unknown","90","90","29430","25000"
"New entrant CS","2022","White","Unknown","Declared disabled","390","370","29470","27230"
"New entrant CS","2022","White","Unknown","Declared non-disabled","2810","2740","31480","27230"
"New entrant CS","2022","White","Unknown","Undeclared","110","110","29280","27230"
