"Status","Year","Organisation","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Animal and Plant Health Agency","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","South East (England)","No function","140","130","27740","24920"
"New entrant CS","2022","Animal and Plant Health Agency","South West (England)","No function","60","60","26180","24920"
"New entrant CS","2022","Animal and Plant Health Agency","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Wales","No function","40","40","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","No function","60","50","24590","23960"
"New entrant CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","London","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","East of England","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","East of England","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","East of England","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","London","Commercial","80","80","72610","70250"
"New entrant CS","2022","Cabinet Office (excl. agencies)","London","Communications","50","50","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","London","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","London","Digital, Data & Technology","140","140","44540","40600"
"New entrant CS","2022","Cabinet Office (excl. agencies)","London","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","London","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","London","No function","560","550","31050","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","London","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","London","Security","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","North East (England)","Human Resources","60","60","22400","21050"
"New entrant CS","2022","Cabinet Office (excl. agencies)","North East (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","North West (England)","Commercial","40","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","North West (England)","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","North West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","North West (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Scotland","No function","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Scotland","Security","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","South East (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","South East (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","South West (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","South West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","No function","80","80","30270","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","No function","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Security","50","50","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","London","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","London","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","North West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","North West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","North West (England)","Legal","[c]","[c]","[c]","[c]"
