"Status","Year","Sex","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Male","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Advisory, Conciliation and Arbitration Service","Unknown","60","60","25940","24250"
"New entrant CS","2021","Female","Animal and Plant Health Agency","Heterosexual / straight","210","200","24650","24370"
"New entrant CS","2021","Female","Animal and Plant Health Agency","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Female","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Animal and Plant Health Agency","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Female","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Cabinet Office (excl. agencies)","Heterosexual / straight","320","310","36350","34550"
"New entrant CS","2021","Female","Cabinet Office (excl. agencies)","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Female","Cabinet Office (excl. agencies)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Female","Cabinet Office (excl. agencies)","Unknown","580","580","37570","28000"
"New entrant CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Companies House","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Companies House","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Competition and Markets Authority","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Female","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Crown Commercial Service","Heterosexual / straight","50","50","36220","34800"
"New entrant CS","2021","Female","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Crown Office and Procurator Fiscal Service","Heterosexual / straight","90","90","24150","20760"
"New entrant CS","2021","Female","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Crown Prosecution Service","Heterosexual / straight","350","340","32460","25480"
"New entrant CS","2021","Female","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Crown Prosecution Service","Unknown","90","90","29930","25480"
"New entrant CS","2021","Female","Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Defence Equipment and Support","Heterosexual / straight","180","170","30640","25750"
"New entrant CS","2021","Female","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Defence Equipment and Support","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Female","Defence Science and Technology Laboratory","Heterosexual / straight","70","70","31190","28650"
"New entrant CS","2021","Female","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","230","220","36830","33570"
"New entrant CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","70","70","36390","33570"
"New entrant CS","2021","Female","Department for Digital, Culture, Media and Sport","Heterosexual / straight","150","150","36740","34020"
"New entrant CS","2021","Female","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for Digital, Culture, Media and Sport","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Female","Department for Education (excl. agencies)","Heterosexual / straight","190","180","35720","29360"
"New entrant CS","2021","Female","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for Education (excl. agencies)","Unknown","140","130","33540","29360"
"New entrant CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","350","340","36150","32560"
"New entrant CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","40","30","[c]","[c]"
"New entrant CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","140","140","34960","32560"
"New entrant CS","2021","Female","Department for International Trade","Heterosexual / straight","110","110","35840","31800"
"New entrant CS","2021","Female","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for International Trade","Unknown","80","80","30190","28000"
"New entrant CS","2021","Female","Department for Transport (excl. agencies)","Heterosexual / straight","150","150","35670","34710"
"New entrant CS","2021","Female","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department for Transport (excl. agencies)","Unknown","90","90","34830","30730"
"New entrant CS","2021","Female","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","7830","7600","26760","27570"
"New entrant CS","2021","Female","Department for Work and Pensions (excl. agencies)","LGBO","660","650","26550","27570"
"New entrant CS","2021","Female","Department for Work and Pensions (excl. agencies)","Undeclared","440","430","27390","27570"
"New entrant CS","2021","Female","Department for Work and Pensions (excl. agencies)","Unknown","1040","1000","27590","27570"
"New entrant CS","2021","Female","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","130","120","34880","32790"
"New entrant CS","2021","Female","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Department of Health and Social Care (excl. agencies)","Unknown","500","490","39070","32790"
"New entrant CS","2021","Female","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Driver and Vehicle Licensing Agency","Heterosexual / straight","80","70","23160","18060"
"New entrant CS","2021","Female","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Driver and Vehicle Licensing Agency","Unknown","80","70","21120","21590"
"New entrant CS","2021","Female","Driver and Vehicle Standards Agency","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Female","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Driver and Vehicle Standards Agency","Unknown","50","50","26910","21590"
"New entrant CS","2021","Female","Education and Skills Funding Agency","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Female","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Food Standards Agency","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Female","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Forestry and Land Scotland","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Female","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Government Legal Department","Heterosexual / straight","130","130","42880","43920"
"New entrant CS","2021","Female","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Government Property Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Health and Safety Executive","Heterosexual / straight","80","70","29740","26370"
"New entrant CS","2021","Female","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","HM Courts and Tribunals Service","Heterosexual / straight","610","590","22170","19930"
"New entrant CS","2021","Female","HM Courts and Tribunals Service","LGBO","60","50","21360","19450"
"New entrant CS","2021","Female","HM Courts and Tribunals Service","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Female","HM Courts and Tribunals Service","Unknown","690","670","21270","19930"
"New entrant CS","2021","Female","HM Land Registry","Heterosexual / straight","190","180","25840","22350"
"New entrant CS","2021","Female","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","HM Land Registry","Unknown","180","170","26050","22350"
"New entrant CS","2021","Female","HM Prison and Probation Service","Heterosexual / straight","1780","1710","23310","22920"
"New entrant CS","2021","Female","HM Prison and Probation Service","LGBO","220","210","23280","22850"
"New entrant CS","2021","Female","HM Prison and Probation Service","Undeclared","80","70","24470","22920"
"New entrant CS","2021","Female","HM Prison and Probation Service","Unknown","1120","1070","23700","22850"
"New entrant CS","2021","Female","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","740","710","25560","20140"
"New entrant CS","2021","Female","HM Revenue and Customs (excl. agencies)","LGBO","70","60","26370","24120"
"New entrant CS","2021","Female","HM Revenue and Customs (excl. agencies)","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Female","HM Revenue and Customs (excl. agencies)","Unknown","1740","1690","23720","20140"
"New entrant CS","2021","Female","HM Treasury (excl. agencies)","Heterosexual / straight","150","150","32620","28500"
"New entrant CS","2021","Female","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","HM Treasury (excl. agencies)","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Female","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Home Office (incl. agencies)","Heterosexual / straight","260","260","32380","28650"
"New entrant CS","2021","Female","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
