"Status","Year","Region_ITL3","Age","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Bristol, City of","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","60-64","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","65+","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","20-29","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","20-29","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","30-39","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","30-39","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","50-59","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Bromley","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bromley","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","20-29","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","20-29","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","30-39","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","30-39","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","30-39","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","40-49","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","50-59","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Buckinghamshire","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","20-29","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","30-39","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","16-19","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","20-29","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","20-29","EO","30","30","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","30-39","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","40-49","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","16-19","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","20-29","AA/AO","80","80","23290","21820"
"New entrant CS","2022","Cambridgeshire CC","20-29","EO","40","40","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","20-29","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","30-39","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","30-39","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","40-49","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","40-49","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","60-64","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","65+","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","65+","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cambridgeshire CC","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","16-19","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","20-29","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Camden and City of London","20-29","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","20-29","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","30-39","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","30-39","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","40-49","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","60-64","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","65+","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Camden and City of London","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","16-19","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","20-29","AA/AO","270","270","21140","21250"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","20-29","EO","130","120","26060","26590"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","20-29","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","20-29","SEO/HEO","70","70","33060","33080"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","20-29","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","30-39","AA/AO","140","130","21480","21250"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","30-39","EO","70","70","26080","26590"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","30-39","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","30-39","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","30-39","SEO/HEO","100","100","35320","33080"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","AA/AO","70","60","21160","21250"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","EO","50","50","26410","26590"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","SEO/HEO","60","50","36470","35180"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","AA/AO","50","50","21090","21250"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","60-64","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","65+","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","65+","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","65+","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Causeway Coast and Glens","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Causeway Coast and Glens","30-39","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Causeway Coast and Glens","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Causeway Coast and Glens","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Causeway Coast and Glens","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","20-29","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","20-29","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","30-39","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","30-39","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","40-49","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","20-29","AA/AO","70","70","22230","21070"
"New entrant CS","2022","Central Hampshire","20-29","EO","40","40","[c]","[c]"
"New entrant CS","2022","Central Hampshire","20-29","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","20-29","SEO/HEO","130","130","28680","27010"
"New entrant CS","2022","Central Hampshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","30-39","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","30-39","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","30-39","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Central Hampshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","60-64","G6/G7","[c]","[c]","[c]","[c]"
