"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Unknown","50","50","31300","30650"
"New entrant CS","2021","Forestry and Land Scotland","Unknown","100","90","27350","25140"
"New entrant CS","2021","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Other","30","30","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Legal","190","180","47230","50500"
"New entrant CS","2021","Government Legal Department","Other","60","60","27170","26950"
"New entrant CS","2021","Government Property Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Operational Delivery","120","110","34540","31660"
"New entrant CS","2021","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Science and Engineering","60","60","26710","26370"
"New entrant CS","2021","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Legal","140","140","27710","26550"
"New entrant CS","2021","HM Courts and Tribunals Service","Operational Delivery","2000","1940","21220","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Digital, Data and Technology","100","100","31780","27130"
"New entrant CS","2021","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Operational Delivery","520","510","22820","22350"
"New entrant CS","2021","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Operational Delivery","5480","5290","23730","22850"
"New entrant CS","2021","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Psychology","120","110","26540","24620"
"New entrant CS","2021","HM Prison and Probation Service","Security","80","80","29300","27700"
"New entrant CS","2021","HM Prison and Probation Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","230","220","37010","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Finance","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Legal","90","80","34220","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Delivery","440","430","22620","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Project Delivery","70","70","38540","36160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Statistics","50","50","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Tax","3240","3170","22580","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","840","820","27760","20140"
"New entrant CS","2021","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Economics","50","50","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Policy","260","260","33060","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Digital, Data and Technology","170","170","50770","48210"
"New entrant CS","2021","Home Office (incl. agencies)","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","1140","1120","24960","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","340","330","33470","28650"
"New entrant CS","2021","Home Office (incl. agencies)","Policy","190","180","41850","37050"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","80","80","41110","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Operational Delivery","170","170","22230","20880"
"New entrant CS","2021","Insolvency Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
