"Status","Year","Disability","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Work and Pensions (excl. agencies)","90","90","27160","27570"
"New entrant CS","2022","Undeclared","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","HM Prison and Probation Service","100","90","31570","28360"
"New entrant CS","2022","Undeclared","Undeclared","HM Revenue and Customs (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Crown Commercial Service","50","50","34030","30420"
"New entrant CS","2022","Unknown","Heterosexual / straight","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Crown Prosecution Service","110","100","30780","25480"
"New entrant CS","2022","Unknown","Heterosexual / straight","Defence Equipment and Support","70","70","33990","33000"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","60","60","37920","33570"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for Education (excl. agencies)","420","410","34510","29360"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","80","80","26580","27570"
"New entrant CS","2022","Unknown","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","250","220","37460","32790"
"New entrant CS","2022","Unknown","Heterosexual / straight","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Education and Skills Funding Agency","100","100","33720","29360"
"New entrant CS","2022","Unknown","Heterosexual / straight","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","HM Courts and Tribunals Service","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","HM Land Registry","110","100","27000","22600"
"New entrant CS","2022","Unknown","Heterosexual / straight","HM Prison and Probation Service","200","180","26120","24430"
"New entrant CS","2022","Unknown","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","80","80","26150","26590"
"New entrant CS","2022","Unknown","Heterosexual / straight","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Home Office","480","470","29920","24880"
"New entrant CS","2022","Unknown","Heterosexual / straight","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Maritime and Coastguard Agency","70","70","30190","26840"
"New entrant CS","2022","Unknown","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Ministry of Defence (excl. agencies)","340","330","29970","25640"
"New entrant CS","2022","Unknown","Heterosexual / straight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","National Crime Agency","370","370","37010","34140"
"New entrant CS","2022","Unknown","Heterosexual / straight","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Scottish Government (excl. agencies)","80","80","36650","31540"
"New entrant CS","2022","Unknown","Heterosexual / straight","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Social Security Scotland","80","80","28940","27230"
"New entrant CS","2022","Unknown","Heterosexual / straight","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","UK Health Security Agency","60","50","36990","36330"
"New entrant CS","2022","Unknown","Heterosexual / straight","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","UK Statistics Authority","190","170","28970","23880"
"New entrant CS","2022","Unknown","Heterosexual / straight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
