"Status","Year","Profession_of_post","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Other","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Unknown","640","630","25560","21260"
"New entrant CS","2022","Other","White","Heterosexual / straight","1320","1280","27460","22800"
"New entrant CS","2022","Other","White","LGBO","130","130","26700","21640"
"New entrant CS","2022","Other","White","Undeclared","60","60","30850","27260"
"New entrant CS","2022","Other","White","Unknown","60","60","28300","26350"
"New entrant CS","2022","Planning","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","White","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Planning","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Asian","Heterosexual / straight","270","270","35280","33210"
"New entrant CS","2022","Policy","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Black","Heterosexual / straight","150","140","34720","32880"
"New entrant CS","2022","Policy","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Mixed","Heterosexual / straight","120","120","36510","33570"
"New entrant CS","2022","Policy","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Other ethnicity","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Policy","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Undeclared","80","60","36840","32790"
"New entrant CS","2022","Policy","Unknown","Unknown","720","710","36850","34000"
"New entrant CS","2022","Policy","White","Heterosexual / straight","1860","1830","37000","33730"
"New entrant CS","2022","Policy","White","LGBO","300","290","35740","33210"
"New entrant CS","2022","Policy","White","Undeclared","150","150","35540","33210"
"New entrant CS","2022","Policy","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Asian","Heterosexual / straight","90","80","37160","34020"
"New entrant CS","2022","Project Delivery","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Black","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","290","280","37820","35050"
"New entrant CS","2022","Project Delivery","White","Heterosexual / straight","590","580","37900","35000"
"New entrant CS","2022","Project Delivery","White","LGBO","60","60","34440","33120"
"New entrant CS","2022","Project Delivery","White","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","White","Unknown","60","50","32590","29230"
"New entrant CS","2022","Property","Asian","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Property","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Unknown","240","230","32550","27650"
"New entrant CS","2022","Property","White","Heterosexual / straight","380","380","36040","33000"
"New entrant CS","2022","Property","White","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Property","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Unknown","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Psychology","White","Heterosexual / straight","100","90","26900","27700"
"New entrant CS","2022","Psychology","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Asian","Heterosexual / straight","90","90","31820","29180"
"New entrant CS","2022","Science and Engineering","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Black","Heterosexual / straight","50","50","33850","32330"
"New entrant CS","2022","Science and Engineering","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Unknown","260","260","28400","26030"
"New entrant CS","2022","Science and Engineering","White","Heterosexual / straight","820","790","33840","31500"
"New entrant CS","2022","Science and Engineering","White","LGBO","90","80","28650","26880"
"New entrant CS","2022","Science and Engineering","White","Undeclared","80","80","33130","28590"
"New entrant CS","2022","Science and Engineering","White","Unknown","160","160","30060","27010"
"New entrant CS","2022","Security","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Unknown","260","260","27160","25000"
"New entrant CS","2022","Security","White","Heterosexual / straight","320","310","28560","25000"
"New entrant CS","2022","Security","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","White","Unknown","[c]","[c]","[c]","[c]"
