"Status","Year","Disability","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Commercial","White","300","300","31450","29200"
"New entrant CS","2022","Declared non-disabled","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","White","220","210","37790","33200"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Corporate Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Asian","100","100","26500","26090"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Black","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","White","370","360","26020","27570"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","Asian","200","190","40320","37500"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","Black","110","110","36640","34260"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data and Technology","White","1010","1000","37800","33840"
"New entrant CS","2022","Declared non-disabled","Economics","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Economics","White","170","160","36150","31800"
"New entrant CS","2022","Declared non-disabled","Finance","Asian","80","80","35180","32320"
"New entrant CS","2022","Declared non-disabled","Finance","Black","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","White","420","410","34680","32530"
"New entrant CS","2022","Declared non-disabled","Geography","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Geography","White","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Asian","50","50","32080","29250"
"New entrant CS","2022","Declared non-disabled","Human Resources","Black","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","White","450","430","33700","30450"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Inspector of Education and Training","White","130","130","60400","64520"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Intelligence Analysis","White","80","80","30510","28700"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","International Trade","White","70","70","37180","31800"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Knowledge and Information Management","White","120","110","31250","29000"
"New entrant CS","2022","Declared non-disabled","Legal","Asian","110","100","44630","48080"
"New entrant CS","2022","Declared non-disabled","Legal","Black","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","White","450","440","43580","42100"
"New entrant CS","2022","Declared non-disabled","Medicine","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Medicine","White","140","120","52000","39400"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","Asian","2090","2010","26210","26130"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","Black","1250","1210","27860","27570"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","Mixed","610","590","26620","25110"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","Other ethnicity","170","170","27810","27070"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","Undeclared","240","230","27060","25110"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","Unknown","560","540","23010","21300"
"New entrant CS","2022","Declared non-disabled","Operational Delivery","White","14670","14170","25930","23170"
"New entrant CS","2022","Declared non-disabled","Operational Research","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Operational Research","White","60","60","31440","29230"
"New entrant CS","2022","Declared non-disabled","Other","Asian","150","140","27980","25750"
"New entrant CS","2022","Declared non-disabled","Other","Black","70","70","27290","26350"
"New entrant CS","2022","Declared non-disabled","Other","Mixed","50","50","27700","25110"
"New entrant CS","2022","Declared non-disabled","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Other","White","1170","1150","27780","23450"
"New entrant CS","2022","Declared non-disabled","Planning","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning","White","50","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","Asian","200","200","36340","33570"
"New entrant CS","2022","Declared non-disabled","Policy","Black","120","110","34580","33210"
"New entrant CS","2022","Declared non-disabled","Policy","Mixed","90","90","37720","34020"
"New entrant CS","2022","Declared non-disabled","Policy","Other ethnicity","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Policy","White","1660","1640","37350","34020"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Asian","70","70","36700","34260"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Black","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","White","550","540","37010","34020"
"New entrant CS","2022","Declared non-disabled","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","White","320","320","35300","33000"
"New entrant CS","2022","Declared non-disabled","Psychology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Psychology","Mixed","[c]","[c]","[c]","[c]"
