"Status","Year","Sexual_orientation","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","Female","Food Standards Agency","90","90","33810","30350"
"New entrant CS","2022","Heterosexual / straight","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","HM Land Registry","160","150","26200","22600"
"New entrant CS","2022","Heterosexual / straight","Female","HM Revenue and Customs","2150","2080","26610","26590"
"New entrant CS","2022","Heterosexual / straight","Female","HM Treasury","140","140","33110","28500"
"New entrant CS","2022","Heterosexual / straight","Female","Home Office","260","260","29420","24880"
"New entrant CS","2022","Heterosexual / straight","Female","Ministry of Defence","1150","1100","29510","26350"
"New entrant CS","2022","Heterosexual / straight","Female","Ministry of Justice","6350","6050","26890","24190"
"New entrant CS","2022","Heterosexual / straight","Female","National Crime Agency","190","180","35720","32890"
"New entrant CS","2022","Heterosexual / straight","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Office for Standards in Education, Children's Services and Skills","160","160","48120","46360"
"New entrant CS","2022","Heterosexual / straight","Female","Office of Gas and Electricity Markets","180","180","35900","30950"
"New entrant CS","2022","Heterosexual / straight","Female","Office of Qualifications and Examinations Regulation","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Scottish Government","1340","1300","30030","27230"
"New entrant CS","2022","Heterosexual / straight","Female","The National Archives","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","UK Export Finance","60","60","40800","33180"
"New entrant CS","2022","Heterosexual / straight","Female","UK Statistics Authority","420","370","28650","27030"
"New entrant CS","2022","Heterosexual / straight","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Welsh Government","170","160","35260","31210"
"New entrant CS","2022","Heterosexual / straight","Male","Attorney General's Departments","250","250","37430","33430"
"New entrant CS","2022","Heterosexual / straight","Male","Cabinet Office","340","340","39930","34550"
"New entrant CS","2022","Heterosexual / straight","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Competition and Markets Authority","60","60","49260","37000"
"New entrant CS","2022","Heterosexual / straight","Male","Department for Business, Energy and Industrial Strategy","450","450","33980","33570"
"New entrant CS","2022","Heterosexual / straight","Male","Department for Digital, Culture, Media and Sport","130","130","38050","34020"
"New entrant CS","2022","Heterosexual / straight","Male","Department for Education","270","270","36260","32870"
"New entrant CS","2022","Heterosexual / straight","Male","Department for Environment, Food and Rural Affairs","700","690","34340","30850"
"New entrant CS","2022","Heterosexual / straight","Male","Department for International Trade","110","110","38950","31800"
"New entrant CS","2022","Heterosexual / straight","Male","Department for Levelling Up, Housing and Communities","210","210","36090","33210"
"New entrant CS","2022","Heterosexual / straight","Male","Department for Transport","610","600","31820","26130"
"New entrant CS","2022","Heterosexual / straight","Male","Department for Work and Pensions","3270","3250","27080","27570"
"New entrant CS","2022","Heterosexual / straight","Male","Department of Health and Social Care","530","490","36490","32330"
"New entrant CS","2022","Heterosexual / straight","Male","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Food Standards Agency","60","60","33400","32350"
"New entrant CS","2022","Heterosexual / straight","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","HM Land Registry","110","110","28510","27130"
"New entrant CS","2022","Heterosexual / straight","Male","HM Revenue and Customs","2040","2020","28280","26590"
"New entrant CS","2022","Heterosexual / straight","Male","HM Treasury","120","110","37580","29320"
"New entrant CS","2022","Heterosexual / straight","Male","Home Office","280","270","30770","24880"
"New entrant CS","2022","Heterosexual / straight","Male","Ministry of Defence","1680","1660","32030","29000"
"New entrant CS","2022","Heterosexual / straight","Male","Ministry of Justice","3600","3510","27640","24800"
"New entrant CS","2022","Heterosexual / straight","Male","National Crime Agency","220","220","38130","36410"
"New entrant CS","2022","Heterosexual / straight","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Office for Standards in Education, Children's Services and Skills","60","60","51580","51360"
"New entrant CS","2022","Heterosexual / straight","Male","Office of Gas and Electricity Markets","180","180","37330","29040"
"New entrant CS","2022","Heterosexual / straight","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Scottish Government","810","800","30520","27230"
"New entrant CS","2022","Heterosexual / straight","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","UK Export Finance","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","UK Statistics Authority","330","310","30700","30210"
"New entrant CS","2022","Heterosexual / straight","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Welsh Government","110","100","37150","31210"
"New entrant CS","2022","LGBO","Female","Attorney General's Departments","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Cabinet Office","50","50","32780","28390"
"New entrant CS","2022","LGBO","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Department for Business, Energy and Industrial Strategy","80","70","31340","30360"
"New entrant CS","2022","LGBO","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Department for Education","50","50","33320","32870"
"New entrant CS","2022","LGBO","Female","Department for Environment, Food and Rural Affairs","120","120","32810","29850"
"New entrant CS","2022","LGBO","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Department for Levelling Up, Housing and Communities","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Department for Transport","70","70","30090","26130"
"New entrant CS","2022","LGBO","Female","Department for Work and Pensions","380","370","25100","26370"
"New entrant CS","2022","LGBO","Female","Department of Health and Social Care","130","120","32790","28600"
"New entrant CS","2022","LGBO","Female","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","HM Revenue and Customs","210","200","26740","26590"
"New entrant CS","2022","LGBO","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Ministry of Defence","100","100","27070","25530"
"New entrant CS","2022","LGBO","Female","Ministry of Justice","700","680","26300","23170"
"New entrant CS","2022","LGBO","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Scottish Government","190","190","29530","27230"
"New entrant CS","2022","LGBO","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","UK Statistics Authority","50","40","[c]","[c]"
"New entrant CS","2022","LGBO","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Cabinet Office","50","50","36660","33280"
"New entrant CS","2022","LGBO","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Department for Education","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Department for Environment, Food and Rural Affairs","110","110","33520","32160"
"New entrant CS","2022","LGBO","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Department for Levelling Up, Housing and Communities","40","30","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Department for Transport","80","80","33350","30050"
"New entrant CS","2022","LGBO","Male","Department for Work and Pensions","370","370","25910","27570"
"New entrant CS","2022","LGBO","Male","Department of Health and Social Care","80","70","36050","32330"
"New entrant CS","2022","LGBO","Male","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","HM Revenue and Customs","260","250","27030","26590"
"New entrant CS","2022","LGBO","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Ministry of Defence","80","80","32440","28700"
"New entrant CS","2022","LGBO","Male","Ministry of Justice","290","290","27810","24430"
"New entrant CS","2022","LGBO","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
