"Status","Year","Function_of_post","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Unknown","360","330","26740","26590"
"New entrant CS","2022","Communications","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Unknown","50","30","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Declared non-disabled","240","230","35200","33080"
"New entrant CS","2022","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Unknown","180","180","35600","33570"
"New entrant CS","2022","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Declared disabled","60","60","22160","21260"
"New entrant CS","2022","Counter Fraud","AA/AO","Declared non-disabled","370","350","22400","21260"
"New entrant CS","2022","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Unknown","90","80","21690","21250"
"New entrant CS","2022","Counter Fraud","EO","Declared disabled","60","60","27590","27570"
"New entrant CS","2022","Counter Fraud","EO","Declared non-disabled","550","540","27670","27570"
"New entrant CS","2022","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Unknown","220","220","27670","26590"
"New entrant CS","2022","Counter Fraud","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Declared non-disabled","110","110","35110","33080"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Unknown","60","60","34810","33080"
"New entrant CS","2022","Debt","AA/AO","Declared disabled","70","70","21340","21260"
"New entrant CS","2022","Debt","AA/AO","Declared non-disabled","580","560","21290","21250"
"New entrant CS","2022","Debt","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","AA/AO","Unknown","300","290","21250","21250"
"New entrant CS","2022","Debt","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Declared non-disabled","160","160","20400","20910"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","Unknown","80","70","21130","21170"
"New entrant CS","2022","Digital, Data & Technology","EO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Declared non-disabled","330","320","26230","26350"
"New entrant CS","2022","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","EO","Unknown","210","210","27120","27130"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Declared non-disabled","420","420","55140","54150"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Unknown","190","180","55880","54500"
"New entrant CS","2022","Digital, Data & Technology","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Declared disabled","90","90","35870","35540"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Declared non-disabled","730","730","35890","35540"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Unknown","450","420","36310","36050"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Declared non-disabled","90","90","21260","21250"
"New entrant CS","2022","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Unknown","60","60","21050","21250"
"New entrant CS","2022","Finance","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Declared non-disabled","170","160","25600","26130"
"New entrant CS","2022","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Unknown","140","120","25100","25000"
"New entrant CS","2022","Finance","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Declared non-disabled","80","80","55550","54170"
"New entrant CS","2022","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Unknown","60","50","55390","53390"
"New entrant CS","2022","Finance","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Declared non-disabled","210","210","36780","36420"
"New entrant CS","2022","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Unknown","250","220","35730","36120"
"New entrant CS","2022","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Declared non-disabled","460","440","21220","21300"
"New entrant CS","2022","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Declared non-disabled","180","170","21380","21170"
"New entrant CS","2022","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Unknown","90","90","21450","21170"
"New entrant CS","2022","Human Resources","EO","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Declared non-disabled","210","200","26120","26590"
"New entrant CS","2022","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Unknown","130","110","26020","26590"
"New entrant CS","2022","Human Resources","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Declared non-disabled","100","100","54860","53500"
"New entrant CS","2022","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Unknown","50","50","58180","56130"
"New entrant CS","2022","Human Resources","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Declared non-disabled","260","260","34480","33080"
"New entrant CS","2022","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Unknown","130","130","34400","32790"
"New entrant CS","2022","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Declared non-disabled","210","210","21210","21250"
"New entrant CS","2022","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Unknown","70","70","21780","22200"
"New entrant CS","2022","Legal","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Declared non-disabled","220","220","27090","26950"
"New entrant CS","2022","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Unknown","60","60","27730","26960"
"New entrant CS","2022","Legal","G6/G7","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Declared non-disabled","280","270","53890","50500"
"New entrant CS","2022","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Unknown","50","50","53900","52080"
"New entrant CS","2022","Legal","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Declared non-disabled","180","180","40440","41750"
"New entrant CS","2022","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Declared disabled","1080","1040","21850","21260"
"New entrant CS","2022","No function","AA/AO","Declared non-disabled","9410","9160","22190","21260"
"New entrant CS","2022","No function","AA/AO","Undeclared","380","360","21740","21260"
"New entrant CS","2022","No function","AA/AO","Unknown","5630","5430","22200","21260"
"New entrant CS","2022","No function","EO","Declared disabled","730","700","27630","27570"
"New entrant CS","2022","No function","EO","Declared non-disabled","5080","4970","27460","27570"
"New entrant CS","2022","No function","EO","Undeclared","280","270","27570","27570"
"New entrant CS","2022","No function","EO","Unknown","1980","1920","27660","27130"
"New entrant CS","2022","No function","G6/G7","Declared disabled","90","90","54980","53370"
"New entrant CS","2022","No function","G6/G7","Declared non-disabled","950","920","55990","53130"
"New entrant CS","2022","No function","G6/G7","Undeclared","50","40","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Unknown","450","430","55830","53360"
"New entrant CS","2022","No function","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","SCS","Declared non-disabled","80","80","93610","89860"
"New entrant CS","2022","No function","SCS","Unknown","80","80","98900","86100"
"New entrant CS","2022","No function","SEO/HEO","Declared disabled","450","440","34170","33080"
"New entrant CS","2022","No function","SEO/HEO","Declared non-disabled","3780","3700","34530","33080"
"New entrant CS","2022","No function","SEO/HEO","Undeclared","240","240","34400","33210"
"New entrant CS","2022","No function","SEO/HEO","Unknown","2320","2260","33270","32790"
"New entrant CS","2022","No function","Unknown","Declared disabled","1170","1100","29440","27140"
"New entrant CS","2022","No function","Unknown","Declared non-disabled","4040","3780","28650","24800"
"New entrant CS","2022","No function","Unknown","Undeclared","290","270","30100","28200"
"New entrant CS","2022","No function","Unknown","Unknown","3330","2980","27920","26310"
"New entrant CS","2022","Project Delivery","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Declared non-disabled","90","80","21060","21260"
"New entrant CS","2022","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
