"Status","Year","Responsibility_level","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","EO","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","International Trade","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","EO","Knowledge and Information Management","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","EO","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Legal","Heterosexual / straight","130","130","27670","27050"
"New entrant CS","2022","EO","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Legal","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","EO","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Operational Delivery","Heterosexual / straight","4910","4780","27800","27570"
"New entrant CS","2022","EO","Operational Delivery","LGBO","470","470","27480","27570"
"New entrant CS","2022","EO","Operational Delivery","Undeclared","340","310","27680","27570"
"New entrant CS","2022","EO","Operational Delivery","Unknown","2140","2020","27170","26590"
"New entrant CS","2022","EO","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Other","Heterosexual / straight","490","480","25810","26350"
"New entrant CS","2022","EO","Other","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","EO","Other","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","EO","Other","Unknown","170","170","24020","26350"
"New entrant CS","2022","EO","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Policy","Heterosexual / straight","430","430","26390","26180"
"New entrant CS","2022","EO","Policy","LGBO","80","80","26850","27680"
"New entrant CS","2022","EO","Policy","Undeclared","50","40","[c]","[c]"
"New entrant CS","2022","EO","Policy","Unknown","160","160","27040","27680"
"New entrant CS","2022","EO","Project Delivery","Heterosexual / straight","140","140","25410","25120"
"New entrant CS","2022","EO","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Project Delivery","Unknown","70","70","26320","26250"
"New entrant CS","2022","EO","Property","Heterosexual / straight","120","120","25720","25000"
"New entrant CS","2022","EO","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Property","Unknown","100","100","25970","25000"
"New entrant CS","2022","EO","Psychology","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","EO","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Science and Engineering","Heterosexual / straight","210","200","26260","26370"
"New entrant CS","2022","EO","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Science and Engineering","Unknown","100","100","21860","23260"
"New entrant CS","2022","EO","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Social Research","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","EO","Statistics","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","EO","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Tax","Heterosexual / straight","630","620","26970","26590"
"New entrant CS","2022","EO","Tax","LGBO","80","80","27060","26590"
"New entrant CS","2022","EO","Tax","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","EO","Tax","Unknown","340","340","26980","26590"
"New entrant CS","2022","EO","Unknown","Heterosexual / straight","1010","980","27250","27230"
"New entrant CS","2022","EO","Unknown","LGBO","150","150","27140","27230"
"New entrant CS","2022","EO","Unknown","Undeclared","80","80","26980","27230"
"New entrant CS","2022","EO","Unknown","Unknown","900","880","27380","27230"
"New entrant CS","2022","EO","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Commercial","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Communications","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Digital, Data and Technology","Heterosexual / straight","400","390","55590","54000"
"New entrant CS","2022","G6/G7","Digital, Data and Technology","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Digital, Data and Technology","Undeclared","60","50","[c]","[c]"
"New entrant CS","2022","G6/G7","Digital, Data and Technology","Unknown","180","170","58800","57470"
"New entrant CS","2022","G6/G7","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Finance","Heterosexual / straight","100","100","55750","54590"
"New entrant CS","2022","G6/G7","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Finance","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Human Resources","Heterosexual / straight","100","100","55060","54000"
"New entrant CS","2022","G6/G7","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Human Resources","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Inspector of Education and Training","Heterosexual / straight","70","70","72150","70500"
"New entrant CS","2022","G6/G7","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Legal","Heterosexual / straight","320","300","53330","50500"
"New entrant CS","2022","G6/G7","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Legal","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Medicine","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Medicine","Unknown","30","20","[c]","[c]"
"New entrant CS","2022","G6/G7","Operational Delivery","Heterosexual / straight","280","270","55790","52610"
"New entrant CS","2022","G6/G7","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Operational Delivery","Undeclared","50","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Operational Delivery","Unknown","160","160","56550","53360"
"New entrant CS","2022","G6/G7","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Other","Heterosexual / straight","90","90","57400","54110"
"New entrant CS","2022","G6/G7","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Policy","Heterosexual / straight","430","420","54240","53130"
"New entrant CS","2022","G6/G7","Policy","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","G6/G7","Policy","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Policy","Unknown","120","120","55120","53500"
"New entrant CS","2022","G6/G7","Project Delivery","Heterosexual / straight","140","140","55850","54110"
"New entrant CS","2022","G6/G7","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Project Delivery","Unknown","50","50","57860","56720"
"New entrant CS","2022","G6/G7","Property","Heterosexual / straight","90","90","55350","53420"
"New entrant CS","2022","G6/G7","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Science and Engineering","Heterosexual / straight","90","80","54930","52610"
"New entrant CS","2022","G6/G7","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Science and Engineering","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Heterosexual / straight","370","360","56520","54700"
"New entrant CS","2022","G6/G7","Unknown","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Undeclared","50","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Unknown","420","410","62650","61710"
"New entrant CS","2022","G6/G7","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","LGBO","[c]","[c]","[c]","[c]"
