"Status","Year","Parent_department","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","National Crime Agency","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Operational Delivery","20-29","120","120","31850","32260"
"New entrant CS","2022","National Crime Agency","Operational Delivery","30-39","110","110","35090","34140"
"New entrant CS","2022","National Crime Agency","Operational Delivery","40-49","60","60","41700","36740"
"New entrant CS","2022","National Crime Agency","Operational Delivery","50-59","120","110","39120","36410"
"New entrant CS","2022","National Crime Agency","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Communications","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Economics","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Economics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Other","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Policy","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Policy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","40-49","60","60","59480","51360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","50-59","60","50","59760","51360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Other","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Other","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Other","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Other","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Other","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Policy","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Social Research","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Social Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Social Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Social Research","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Statistics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Statistics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Communications","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Economics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Economics","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Economics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Operational Delivery","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Other","20-29","110","110","26840","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","Other","30-39","60","60","40930","36000"
"New entrant CS","2022","Office of Gas and Electricity Markets","Other","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Other","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Other","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Other","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Policy","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Communications","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Economics","40-49","[c]","[c]","[c]","[c]"
