"Status","Year","Parent_department","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Competition and Markets Authority","White","Heterosexual / straight","60","60","49890","39440"
"New entrant CS","2022","Competition and Markets Authority","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Asian","Heterosexual / straight","100","100","33460","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Black","Heterosexual / straight","60","60","33050","32830"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","Heterosexual / straight","40","30","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","270","260","30460","27380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","White","Heterosexual / straight","730","710","33480","30930"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","White","LGBO","110","110","30400","30360"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","White","Undeclared","50","50","34530","32010"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Asian","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","White","Heterosexual / straight","210","210","36220","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","White","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Asian","Heterosexual / straight","100","90","31970","29360"
"New entrant CS","2022","Department for Education","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Black","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Department for Education","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Unknown","Unknown","220","220","35080","32940"
"New entrant CS","2022","Department for Education","White","Heterosexual / straight","550","530","35190","32870"
"New entrant CS","2022","Department for Education","White","LGBO","70","70","32570","29360"
"New entrant CS","2022","Department for Education","White","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Asian","Heterosexual / straight","130","130","34340","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Black","Heterosexual / straight","70","70","34200","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Mixed","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","790","770","28940","24370"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","White","Heterosexual / straight","1380","1350","33530","30220"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","White","LGBO","200","200","33880","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","White","Undeclared","100","100","32350","30040"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","White","Unknown","60","60","27050","25460"
"New entrant CS","2022","Department for International Trade","Asian","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","Unknown","140","140","35800","31800"
"New entrant CS","2022","Department for International Trade","White","Heterosexual / straight","160","160","38880","31800"
"New entrant CS","2022","Department for International Trade","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Asian","Heterosexual / straight","50","50","33010","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Black","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","110","110","34440","32990"
