"Status","Year","Responsibility_level","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","SEO/HEO","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","Security","80","80","35000","33000"
"New entrant CS","2021","SEO/HEO","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Digital, Data and Technology","80","80","40290","40760"
"New entrant CS","2021","SEO/HEO","Unknown","Economics","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Medicine","110","90","36780","37890"
"New entrant CS","2021","SEO/HEO","Unknown","Operational Delivery","70","70","34990","33900"
"New entrant CS","2021","SEO/HEO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Other","180","180","36330","35050"
"New entrant CS","2021","SEO/HEO","Unknown","Policy","130","130","38040","36570"
"New entrant CS","2021","SEO/HEO","Unknown","Project Delivery","60","60","36480","35050"
"New entrant CS","2021","SEO/HEO","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Unknown","1050","1030","34990","34710"
"New entrant CS","2021","Unknown","Commercial","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Operational Delivery","1430","1300","22910","22920"
"New entrant CS","2021","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Project Delivery","60","50","40080","40000"
"New entrant CS","2021","Unknown","Project Delivery","Science and Engineering","80","80","31940","27540"
"New entrant CS","2021","Unknown","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","320","[c]","[c]"
"New entrant CS","2022","AA/AO","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Analysis","Economics","60","60","21080","19860"
"New entrant CS","2022","AA/AO","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Analysis","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Analysis","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Analysis","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Commercial","50","50","20550","21170"
"New entrant CS","2022","AA/AO","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Communications","50","50","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Operational Delivery","100","100","21250","21250"
"New entrant CS","2022","AA/AO","Communications","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","Counter Fraud","290","280","22670","21260"
"New entrant CS","2022","AA/AO","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","Operational Delivery","210","200","21730","21260"
"New entrant CS","2022","AA/AO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Debt","Operational Delivery","520","500","21250","21250"
"New entrant CS","2022","AA/AO","Debt","Other","290","280","21370","21260"
"New entrant CS","2022","AA/AO","Debt","Tax","150","150","21250","21250"
"New entrant CS","2022","AA/AO","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data & Technology","Digital, Data and Technology","210","210","20430","21170"
"New entrant CS","2022","AA/AO","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data & Technology","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","Finance","120","110","21070","21250"
"New entrant CS","2022","AA/AO","Finance","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Grants Management","Operational Delivery","480","450","21220","21300"
"New entrant CS","2022","AA/AO","Human Resources","Human Resources","220","210","21440","21170"
"New entrant CS","2022","AA/AO","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","Unknown","50","50","20990","21050"
"New entrant CS","2022","AA/AO","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","Operational Delivery","310","300","21390","21250"
"New entrant CS","2022","AA/AO","Legal","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","No function","Geography","50","50","20420","20420"
"New entrant CS","2022","AA/AO","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","No function","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","No function","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","No function","Operational Delivery","15010","14550","22260","21260"
"New entrant CS","2022","AA/AO","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","No function","Other","330","320","21330","21260"
"New entrant CS","2022","AA/AO","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","No function","Policy","110","110","20960","21250"
"New entrant CS","2022","AA/AO","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","No function","Psychology","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","No function","Science and Engineering","160","160","20770","19880"
"New entrant CS","2022","AA/AO","No function","Tax","570","540","21250","21250"
"New entrant CS","2022","AA/AO","No function","Unknown","180","180","21620","21250"
"New entrant CS","2022","AA/AO","No function","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Project Delivery","80","80","21710","21260"
"New entrant CS","2022","AA/AO","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Operational Delivery","220","220","21860","21750"
"New entrant CS","2022","AA/AO","Property","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Property","70","70","20050","19810"
"New entrant CS","2022","AA/AO","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Security","Security","470","470","25090","24540"
"New entrant CS","2022","AA/AO","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Medicine","50","50","22390","21830"
"New entrant CS","2022","AA/AO","Unknown","Operational Delivery","510","500","21810","21680"
"New entrant CS","2022","AA/AO","Unknown","Other","470","450","20830","21170"
"New entrant CS","2022","AA/AO","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Statistics","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Unknown","2030","1970","21930","21260"
"New entrant CS","2022","EO","Analysis","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Economics","60","60","27140","26780"
"New entrant CS","2022","EO","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Other","30","30","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Analysis","Statistics","70","70","26780","27030"
"New entrant CS","2022","EO","Commercial","Commercial","180","180","25670","26300"
"New entrant CS","2022","EO","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Communications","120","100","26970","27270"
"New entrant CS","2022","EO","Communications","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Operational Delivery","310","310","26610","26590"
"New entrant CS","2022","EO","Communications","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Tax","320","310","26610","26590"
"New entrant CS","2022","EO","Communications","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","Counter Fraud","360","350","27850","27570"
"New entrant CS","2022","EO","Counter Fraud","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","Legal","50","50","27910","26590"
"New entrant CS","2022","EO","Counter Fraud","Operational Delivery","120","120","27000","26590"
"New entrant CS","2022","EO","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","Unknown","260","260","27550","26590"
"New entrant CS","2022","EO","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Debt","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Debt","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data & Technology","Digital, Data and Technology","520","510","26600","26590"
"New entrant CS","2022","EO","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
