"Status","Year","Profession_of_post","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Driver and Vehicle Standards Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Food Standards Agency","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Government Actuary's Department","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Government Legal Department","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Government Property Agency","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Health and Safety Executive","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Health and Safety Executive","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","HM Treasury (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Home Office","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Institute for Apprenticeships and Technical Education","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Intellectual Property Office","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Justice (excl. agencies)","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","National Crime Agency","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","National Crime Agency","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","National Crime Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","National Crime Agency","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","National Crime Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","National Savings and Investments","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Office of Gas and Electricity Markets","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Office of Gas and Electricity Markets","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Office of Qualifications and Examinations Regulation","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Planning Inspectorate","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Rural Payments Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Rural Payments Agency","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Rural Payments Agency","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Rural Payments Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Submarine Delivery Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","The Insolvency Service","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","UK Export Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","UK Statistics Authority","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","UK Statistics Authority","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","UK Statistics Authority","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Valuation Office Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Valuation Office Agency","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Valuation Office Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Valuation Office Agency","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Valuation Office Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Wilton Park","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Defence Equipment and Support","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Education (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Education (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Education (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Education (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Education (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Education (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Education (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Education (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Work and Pensions (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department of Health and Social Care (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department of Health and Social Care (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Driver and Vehicle Standards Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Government Property Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Office of Gas and Electricity Markets","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Submarine Delivery Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Valuation Office Agency","Devon","[c]","[c]","[c]","[c]"
