"Status","Year","Ethnicity","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Black","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","No function","50","50","33250","31110"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","No function","40","40","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","No function","30","30","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","No function","30","30","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","No function","530","520","27700","27570"
"New entrant CS","2022","Black","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","No function","180","160","31140","28590"
"New entrant CS","2022","Black","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Foreign, Commonwealth and Development Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Revenue and Customs","Communications","30","30","[c]","[c]"
