"Status","Year","Parent_department","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Ministry of Justice","Undeclared","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","HM Courts and Tribunals Service","840","810","23980","20970"
"New entrant CS","2022","Ministry of Justice","Unknown","HM Prison and Probation Service","5570","5190","26600","24800"
"New entrant CS","2022","Ministry of Justice","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","Ministry of Justice (excl. agencies)","290","280","34280","34260"
"New entrant CS","2022","Ministry of Justice","Unknown","Office of the Public Guardian","130","120","21850","20970"
"New entrant CS","2022","National Crime Agency","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Unknown","National Crime Agency","470","460","36920","34140"
"New entrant CS","2022","Northern Ireland Office","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","210","210","50300","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Declared disabled","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Declared non-disabled","Office of Gas and Electricity Markets","400","390","36570","30000"
"New entrant CS","2022","Office of Gas and Electricity Markets","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","Office of Qualifications and Examinations Regulation","50","50","37490","38000"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Declared non-disabled","Office of Rail and Road","40","40","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Crown Office and Procurator Fiscal Service","40","40","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Scottish Government (excl. agencies)","70","60","34080","31540"
"New entrant CS","2022","Scottish Government","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Social Security Scotland","130","130","25860","27230"
"New entrant CS","2022","Scottish Government","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Crown Office and Procurator Fiscal Service","370","360","26670","21050"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Disclosure Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Education Scotland","30","30","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Food Standards Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Scottish Courts and Tribunals Service","250","240","23800","22000"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Scottish Government (excl. agencies)","670","660","34620","31540"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Social Security Scotland","620","600","27660","27230"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Undeclared","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Undeclared","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Undeclared","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Undeclared","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Undeclared","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","Food Standards Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","National Records of Scotland","50","50","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","Registers of Scotland","40","30","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","Scottish Courts and Tribunals Service","40","40","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","Scottish Government (excl. agencies)","690","660","35720","31540"
"New entrant CS","2022","Scottish Government","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","Scottish Prison Service","390","390","23060","21640"
"New entrant CS","2022","Scottish Government","Unknown","Scottish Public Pensions Agency","50","50","[c]","[c]"
