"Status","Year","Ethnicity","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Scottish Government","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","20-29","50","40","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Education","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Transport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","20-29","250","240","28240","27570"
"New entrant CS","2022","Black","Department for Work and Pensions","30-39","200","190","28110","27570"
"New entrant CS","2022","Black","Department for Work and Pensions","40-49","120","120","27750","27570"
"New entrant CS","2022","Black","Department for Work and Pensions","50-59","90","80","28150","27570"
"New entrant CS","2022","Black","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","20-29","90","80","28970","26880"
"New entrant CS","2022","Black","Department of Health and Social Care","30-39","70","60","33820","32330"
"New entrant CS","2022","Black","Department of Health and Social Care","40-49","40","30","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Estyn","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Estyn","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Estyn","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Estyn","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Revenue and Customs","20-29","100","100","28470","26590"
