"Status","Year","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Scotland","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Department for Transport","50","40","[c]","[c]"
"New entrant CS","2022","Scotland","Department for Work and Pensions","1030","1010","24990","21260"
"New entrant CS","2022","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","HM Revenue and Customs","920","890","25440","21250"
"New entrant CS","2022","Scotland","Home Office","170","160","26380","24880"
"New entrant CS","2022","Scotland","Ministry of Defence","330","320","28900","25000"
"New entrant CS","2022","Scotland","Ministry of Justice","90","90","27880","20970"
"New entrant CS","2022","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Office of Gas and Electricity Markets","200","190","30760","25000"
"New entrant CS","2022","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Scottish Government","4510","4390","29740","27230"
"New entrant CS","2022","Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Attorney General's Departments","80","80","30650","24590"
"New entrant CS","2022","South East (England)","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2022","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Department for Environment, Food and Rural Affairs","260","250","32440","27960"
"New entrant CS","2022","South East (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Department for Transport","240","230","30930","26830"
"New entrant CS","2022","South East (England)","Department for Work and Pensions","620","600","25860","27570"
"New entrant CS","2022","South East (England)","Department of Health and Social Care","110","90","37520","31830"
"New entrant CS","2022","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","HM Revenue and Customs","120","120","28670","26590"
"New entrant CS","2022","South East (England)","Home Office","310","280","26150","24880"
"New entrant CS","2022","South East (England)","Ministry of Defence","910","890","30330","26350"
"New entrant CS","2022","South East (England)","Ministry of Justice","2340","2240","27220","26140"
"New entrant CS","2022","South East (England)","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","UK Statistics Authority","400","320","25280","19860"
"New entrant CS","2022","South East (England)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2022","South West (England)","Cabinet Office","50","50","45490","32000"
"New entrant CS","2022","South West (England)","Department for Business, Energy and Industrial Strategy","220","220","29540","24400"
"New entrant CS","2022","South West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Department for Education","90","80","37130","36500"
"New entrant CS","2022","South West (England)","Department for Environment, Food and Rural Affairs","430","420","33590","29920"
"New entrant CS","2022","South West (England)","Department for Levelling Up, Housing and Communities","80","70","31500","30190"
"New entrant CS","2022","South West (England)","Department for Transport","100","90","27140","26130"
"New entrant CS","2022","South West (England)","Department for Work and Pensions","410","390","23480","21260"
"New entrant CS","2022","South West (England)","Department of Health and Social Care","280","270","30990","28590"
"New entrant CS","2022","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","HM Land Registry","130","120","26610","22600"
"New entrant CS","2022","South West (England)","HM Revenue and Customs","210","210","28190","26590"
"New entrant CS","2022","South West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Ministry of Defence","2130","2080","30730","27500"
"New entrant CS","2022","South West (England)","Ministry of Justice","1410","1320","25580","23170"
"New entrant CS","2022","South West (England)","National Crime Agency","50","50","34030","32770"
"New entrant CS","2022","South West (England)","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office","180","180","36760","28000"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Work and Pensions","90","90","31340","29290"
"New entrant CS","2022","Unknown","Department of Health and Social Care","50","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence","180","170","23230","16190"
"New entrant CS","2022","Unknown","Ministry of Justice","300","260","27180","24520"
"New entrant CS","2022","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2022","Wales","Cabinet Office","50","50","[c]","[c]"
"New entrant CS","2022","Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Department for Business, Energy and Industrial Strategy","380","360","28280","24030"
"New entrant CS","2022","Wales","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Department for Environment, Food and Rural Affairs","60","50","26140","21300"
"New entrant CS","2022","Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Department for Transport","640","610","23080","21840"
"New entrant CS","2022","Wales","Department for Work and Pensions","530","520","24730","27570"
"New entrant CS","2022","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","HM Land Registry","50","40","[c]","[c]"
"New entrant CS","2022","Wales","HM Revenue and Customs","500","490","25740","21250"
"New entrant CS","2022","Wales","Home Office","60","60","26320","24880"
"New entrant CS","2022","Wales","Ministry of Defence","60","60","24980","21170"
"New entrant CS","2022","Wales","Ministry of Justice","850","830","24510","23140"
"New entrant CS","2022","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","UK Statistics Authority","560","540","30780","30710"
"New entrant CS","2022","Wales","Welsh Government","360","350","34530","31210"
"New entrant CS","2022","West Midlands (England)","Attorney General's Departments","50","50","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Cabinet Office","100","100","50330","38330"
"New entrant CS","2022","West Midlands (England)","Department for Business, Energy and Industrial Strategy","70","70","34640","30360"
"New entrant CS","2022","West Midlands (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Department for Education","180","180","33250","29360"
"New entrant CS","2022","West Midlands (England)","Department for Environment, Food and Rural Affairs","180","170","30620","24920"
"New entrant CS","2022","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Department for Levelling Up, Housing and Communities","130","130","33240","30190"
"New entrant CS","2022","West Midlands (England)","Department for Transport","220","210","28300","26130"
"New entrant CS","2022","West Midlands (England)","Department for Work and Pensions","880","850","26030","27570"
"New entrant CS","2022","West Midlands (England)","Department of Health and Social Care","140","120","35820","28970"
"New entrant CS","2022","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","HM Revenue and Customs","780","770","26720","26590"
"New entrant CS","2022","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Home Office","100","100","25750","24880"
"New entrant CS","2022","West Midlands (England)","Ministry of Defence","200","200","29900","26350"
"New entrant CS","2022","West Midlands (England)","Ministry of Justice","1980","1850","25330","23140"
"New entrant CS","2022","West Midlands (England)","National Crime Agency","50","50","33990","32770"
"New entrant CS","2022","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Office of Qualifications and Examinations Regulation","60","60","36990","38000"
"New entrant CS","2022","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","UK Export Finance","[c]","[c]","[c]","[c]"
