"Status","Year","Sex","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","South Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Nottinghamshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Nottinghamshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Nottinghamshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Nottinghamshire","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Teesside","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South Teesside","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West Wales","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West Wales","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","South West Wales","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Southampton","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Southampton","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Southampton","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Southampton","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Southampton","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Southampton","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Southampton","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Southend-on-Sea","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Southend-on-Sea","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Southend-on-Sea","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Stoke-on-Trent","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Stoke-on-Trent","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sunderland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sunderland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sunderland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sunderland","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Sunderland","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sunderland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Swansea","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Swansea","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Swansea","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Swansea","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Swansea","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Swansea","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Swansea","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Swindon","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Telford and Wrekin","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Telford and Wrekin","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Telford and Wrekin","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Thurrock","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Thurrock","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Torbay","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Operational Delivery","60","60","38950","35460"
"Leaver Dept.","2022","Female","Tower Hamlets","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tower Hamlets","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Operational Delivery","190","170","28300","24880"
"Leaver Dept.","2022","Female","Tyneside","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tyneside","Unknown","110","100","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Commercial","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Operational Delivery","80","70","27790","26130"
"Leaver Dept.","2022","Female","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Unknown","200","180","39420","32000"
"Leaver Dept.","2022","Female","Wakefield","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wakefield","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Walsall","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wandsworth","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Wandsworth","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Warrington","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Warrington","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Warrington","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Warrington","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Warrington","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Warrington","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Warrington","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Warwickshire CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Warwickshire CC","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Warwickshire CC","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Warwickshire CC","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Cumbria","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Essex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Essex","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Essex","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Essex","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Kent","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Kent","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Kent","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Kent","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Kent","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Lothian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Lothian","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Northamptonshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Northamptonshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Northamptonshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Surrey","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Surrey","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Surrey","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Surrey","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Surrey","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Surrey","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (North East)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (North East)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (North East)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (North East)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (North East)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (North East)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (North East)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (North East)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (North East)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (South West)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (South West)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (South West)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (South West)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (South West)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Westminster","Commercial","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Westminster","Communications","120","80","41770","38600"
"Leaver Dept.","2022","Female","Westminster","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Westminster","Digital, Data and Technology","80","50","[c]","[c]"
"Leaver Dept.","2022","Female","Westminster","Economics","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Westminster","Finance","90","60","[c]","[c]"
"Leaver Dept.","2022","Female","Westminster","Human Resources","90","70","41110","33960"
"Leaver Dept.","2022","Female","Westminster","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Westminster","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Westminster","International Trade","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Westminster","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Westminster","Legal","60","50","60970","59130"
"Leaver Dept.","2022","Female","Westminster","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Westminster","Operational Delivery","390","350","40910","36800"
"Leaver Dept.","2022","Female","Westminster","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Westminster","Other","100","100","36660","30750"
"Leaver Dept.","2022","Female","Westminster","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Westminster","Policy","950","760","45640","40490"
"Leaver Dept.","2022","Female","Westminster","Project Delivery","60","60","45240","39310"
