"Status","Year","Organisation","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Defence Science and Technology Laboratory","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Unknown","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Unknown","No function","230","230","29160","26030"
"New entrant CS","2022","Defence Science and Technology Laboratory","Unknown","Project Delivery","60","60","28360","25540"
"New entrant CS","2022","Defence Science and Technology Laboratory","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","No function","410","400","37770","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","No function","60","60","34870","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","No function","40","30","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","No function","80","80","38360","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","No function","240","230","35880","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","LGBO","No function","40","40","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","No function","30","30","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","Commercial","60","50","31480","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","Digital, Data & Technology","110","100","36690","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","Finance","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","No function","190","190","33020","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","Property","60","60","41490","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","No function","80","80","31880","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","Security","[c]","[c]","[c]","[c]"
